"antecedent","succedent","realcon","realocc","realdur","p_con","p_occ","p_dur","null_obs"
"(inf_smile;infant_voc;m_gaze_at)","(i_gaze_at;mother-speech)",0.147,13,12.614,0.09523809523809523,0.23809523809523808,0.0,21
"(mo_smile)","(inf_smile;mother-speech)",0.15,255,226.34,0.0,0.0,0.0,98
"(i_gaze_at;inf_smile;mo_smile)","(mother-speech)",0.38,115,123.899,0.01,0.0,0.0,100
"(m_gaze_at)","(mo_smile)",0.42,258,894.11,0.0,0.0,0.0,100
"(i_gaze_at;m_gaze_at)","(inf_smile;mo_smile)",0.152,148,221.447,0.0,0.0,0.0,62
"(i_gaze_at;infant_voc)","(inf_smile;m_gaze_at)",0.136,17,30.478,0.0,0.5714285714285714,0.0,7
"(i_gaze_away;m_gaze_away)","(inf_smile;mo_smile)",0.491,1,13.555,0.0,1.0,0.0,34
"(inf_smile;m_gaze_at;mother-speech)","(mo_smile)",0.221,22,72.663,0.010101010101010102,0.23232323232323232,0.0,99
"(inf_smile;infant_voc;m_gaze_at)","(mother-speech)",0.165,14,14.165,0.25287356321839083,0.42528735632183906,0.022988505747126436,87
"(mo_smile)","(inf_smile;m_gaze_at)",0.198,171,298.392,0.0,0.0,0.0,100
"(i_gaze_at_object;m_gaze_away)","(mo_smile)",0.5,2,7.573,0.029411764705882353,0.6176470588235294,0.08823529411764706,34
"(i_gaze_at;inf_smile;infant_voc)","(m_gaze_at)",0.322,3,25.128,0.0375,0.9125,0.0,80
"(mother-speech)","(m_gaze_at)",0.303,126,480.289,0.01,0.82,0.01,100
"(m_gaze_away;mo_smile)","(i_gaze_away;inf_smile)",0.289,2,13.8,0.0,0.6666666666666666,0.0,18
"(inf_smile;m_gaze_at;mother-speech)","(i_gaze_at)",0.258,17,84.603,0.0,0.19,0.0,100
"(i_gaze_at;inf_smile;mo_smile)","(m_gaze_at)",0.508,27,165.557,0.0,0.36,0.0,100
"(m_gaze_at;mo_smile)","(inf_smile)",0.279,116,275.318,0.09,0.0,0.0,100
"(m_gaze_away)","(i_gaze_away;inf_smile)",0.187,2,15.121,0.0,0.9411764705882353,0.0,17
"(inf_smile;infant_voc;mo_smile)","(i_gaze_at;m_gaze_at)",0.218,3,13.279,0.024390243902439025,0.6829268292682927,0.0,41
"(mother-speech)","(i_gaze_at)",0.306,75,485.096,0.0,0.21,0.0,100
"(i_gaze_at;inf_smile;mo_smile;mother-speech)","(m_gaze_at)",0.173,3,29.703,0.2112676056338028,1.0,0.0,71
"(m_gaze_at)","(inf_smile)",0.268,275,570.513,0.72,0.0,0.71,100
"(i_gaze_at;inf_smile;m_gaze_at;mother-speech)","(mo_smile)",0.204,11,45.678,0.0,0.6181818181818182,0.0,55
"(i_gaze_at;mo_smile)","(inf_smile;mother-speech)",0.164,175,151.177,0.0,0.0,0.0,66
"(i_gaze_at;mo_smile;mother-speech)","(inf_smile)",0.208,38,86.852,0.0,0.011494252873563218,0.0,87
"(inf_smile;infant_voc;mo_smile)","(i_gaze_at)",0.222,2,13.538,0.22580645161290322,0.6612903225806451,0.03225806451612903,62
"(m_gaze_at;mo_smile;mother-speech)","(inf_smile)",0.179,38,78.9,0.02247191011235955,0.02247191011235955,0.0,89
"(i_gaze_at;inf_smile;infant_voc;mo_smile)","(m_gaze_at;mother-speech)",0.172,10,7.966,0.058823529411764705,0.0,0.0,17
"(i_gaze_at;inf_smile;infant_voc)","(mo_smile;mother-speech)",0.138,11,10.779,0.0,0.375,0.0,8
"(infant_voc;m_gaze_at;mo_smile)","(i_gaze_at)",0.268,2,26.786,0.036585365853658534,0.9146341463414634,0.024390243902439025,82
"(i_gaze_at;mother-speech)","(m_gaze_at)",0.286,70,277.227,0.01,0.9,0.0,100
"(i_gaze_at)","(inf_smile;m_gaze_at)",0.185,271,397.794,0.05,0.0,0.03,100
"(i_gaze_at;m_gaze_at)","(mother-speech)",0.414,559,600.526,0.0,0.0,0.0,100
"(i_gaze_at_object;inf_smile;m_gaze_at_object;mo_smile)","(mother-speech)",0.381,3,3.636,0.0,0.9893617021276596,0.9574468085106383,94
"(i_gaze_at;inf_smile;infant_voc)","(mo_smile)",0.202,4,15.779,0.225,0.5,0.0375,80
"(mo_smile)","(inf_smile)",0.293,150,441.91,0.02,0.45,0.01,100
"(inf_smile;infant_voc;m_gaze_at;mo_smile)","(mother-speech)",0.165,10,8.09,0.2830188679245283,0.018867924528301886,0.0,53
"(i_gaze_at;infant_voc;mo_smile)","(inf_smile;m_gaze_at)",0.147,8,14.328,0.0,0.2857142857142857,0.0,7
"(i_gaze_away)","(m_gaze_at_object)",0.368,65,198.963,0.04,0.0,0.04,100
"(i_gaze_at;m_gaze_at;mo_smile;mother-speech)","(inf_smile)",0.185,33,62.382,0.0,0.0,0.0,33
"(m_gaze_at)","(i_gaze_at;inf_smile)",0.182,255,387.186,0.02,0.0,0.02,100
"(inf_smile)","(i_gaze_at;mo_smile;mother-speech)",0.125,157,140.532,0.0,0.0,0.0,8
"(i_gaze_at;inf_smile;mo_smile)","(m_gaze_at_object)",0.136,35,44.498,0.97,0.03,0.71,100
"(i_gaze_at;mother-speech)","(m_gaze_at;mo_smile)",0.152,84,148.021,0.0,0.2222222222222222,0.0,27
"(i_gaze_at;infant_voc;m_gaze_at)","(inf_smile)",0.163,13,28.389,0.04918032786885246,0.14754098360655737,0.0,61
"(inf_smile;mo_smile)","(i_gaze_at;m_gaze_at)",0.352,47,179.141,0.0,0.25,0.0,100
"(m_gaze_at;mother-speech)","(i_gaze_at)",0.303,52,303.102,0.0,0.0,0.0,100
"(m_gaze_at;mo_smile)","(i_gaze_at;inf_smile)",0.21,114,207.258,0.0,0.0,0.0,99
"(inf_smile;m_gaze_at;mo_smile)","(mother-speech)",0.367,120,128.978,0.02,0.0,0.0,100
"(inf_smile;m_gaze_at)","(i_gaze_at;mo_smile;mother-speech)",0.164,112,102.474,0.0,0.0,0.0,8
"(mother-speech)","(i_gaze_at;mo_smile)",0.141,98,223.423,0.0,0.5764705882352941,0.0,85
"(i_gaze_at)","(m_gaze_at;mo_smile;mother-speech)",0.146,391,312.953,0.0,0.0,0.0,5
"(i_gaze_at;m_gaze_at;mo_smile)","(inf_smile;mother-speech)",0.161,131,113.616,0.0,0.0,0.0,44
"(mo_smile)","(m_gaze_at;mother-speech)",0.255,414,384.801,0.0,0.0,0.0,100
"(infant_voc;mo_smile)","(inf_smile;m_gaze_at)",0.139,10,18.408,0.0,0.8,0.0,5
"(inf_smile;m_gaze_at)","(mo_smile)",0.435,62,270.727,0.0,0.13,0.0,100
"(inf_smile;mo_smile)","(i_gaze_at;mother-speech)",0.254,129,129.376,0.0,0.0,0.0,100
"(i_gaze_at;m_gaze_at;mother-speech)","(mo_smile)",0.193,57,137.418,0.0,0.010101010101010102,0.0,99
"(inf_smile;m_gaze_at;mo_smile)","(i_gaze_at;mother-speech)",0.262,89,92.18,0.0,0.0,0.0,98
"(mo_smile)","(i_gaze_at;inf_smile)",0.197,142,297.4,0.0,0.0,0.0,100
"(inf_smile)","(mo_smile;mother-speech)",0.192,232,214.958,0.0,0.0,0.0,100
"(i_gaze_at;mo_smile;mother-speech)","(m_gaze_at)",0.294,24,122.809,0.0,0.77,0.0,100
"(mo_smile;mother-speech)","(i_gaze_at)",0.327,24,197.477,0.0,0.8,0.0,100
"(m_gaze_at_object)","(i_gaze_at)",0.316,95,491.247,1.0,0.02,1.0,100
"(infant_voc;m_gaze_at)","(i_gaze_at;inf_smile)",0.122,13,28.389,0.0,0.5,0.125,8
"(i_gaze_at;inf_smile;m_gaze_at)","(mo_smile;mother-speech)",0.234,100,97.202,0.0,0.0,0.0,94
"(mother-speech)","(m_gaze_at;mo_smile)",0.143,128,227.066,0.0,0.19753086419753085,0.0,81
"(i_gaze_away)","(m_gaze_at)",0.356,69,192.572,1.0,0.0,0.99,100
"(i_gaze_at;inf_smile;infant_voc)","(m_gaze_at;mo_smile)",0.192,5,15.007,0.0,0.5625,0.0,32
"(inf_smile)","(mo_smile)",0.386,87,432.402,0.01,0.84,0.01,100
"(i_gaze_away;m_gaze_away)","(inf_smile)",0.539,1,14.876,0.04081632653061224,1.0,0.02040816326530612,49
"(infant_voc;mo_smile)","(i_gaze_at;m_gaze_at)",0.222,9,29.422,0.0,0.6987951807228916,0.024096385542168676,83
"(inf_smile;mo_smile)","(i_gaze_at)",0.49,23,249.104,0.01,0.76,0.0,100
"(i_gaze_at;mother-speech)","(inf_smile)",0.158,82,153.136,0.07,0.0,0.0,100
"(mo_smile)","(m_gaze_at)",0.548,165,824.63,0.0,0.35,0.0,100
"(m_gaze_at;mother-speech)","(mo_smile)",0.21,83,209.871,0.01,0.02,0.0,100
"(m_gaze_at_object)","(i_gaze_at_object)",0.263,78,409.279,0.13,0.0,0.11,100
"(i_gaze_at;inf_smile;infant_voc;m_gaze_at)","(mo_smile)",0.216,4,14.632,0.08888888888888889,0.24444444444444444,0.0,45
"(i_gaze_at;inf_smile)","(m_gaze_at;mo_smile)",0.311,68,181.76,0.0,0.23,0.0,100
"(i_gaze_at)","(inf_smile;mo_smile)",0.146,180,313.415,0.0,0.0,0.0,75
"(i_gaze_at;inf_smile;m_gaze_at)","(mo_smile)",0.407,38,168.872,0.0,0.14,0.0,100
"(inf_smile;m_gaze_away;mother-speech)","(infant_voc)",0.112,2,2.05,0.6,1.0,0.0,5
"(inf_smile;m_gaze_at)","(i_gaze_at;mother-speech)",0.263,153,164.051,0.0,0.19,0.0,100
"(i_gaze_at_object)","(m_gaze_at)",0.272,107,240.623,0.99,0.0,0.99,100
"(i_gaze_at;inf_smile;infant_voc)","(mother-speech)",0.174,13,13.568,0.2708333333333333,0.5104166666666666,0.041666666666666664,96
"(i_gaze_at)","(m_gaze_at;mother-speech)",0.31,695,665.715,0.0,0.0,0.0,100
"(i_gaze_at;infant_voc;mo_smile)","(m_gaze_at)",0.274,5,26.584,0.06382978723404255,0.7340425531914894,0.010638297872340425,94
"(m_gaze_at)","(mother-speech)",0.416,806,886.368,0.0,0.0,0.0,100
"(inf_smile;mo_smile)","(m_gaze_at_object)",0.142,57,72.126,1.0,0.01,0.99,100
"(mo_smile;mother-speech)","(inf_smile;m_gaze_at)",0.138,51,83.794,0.0,0.3333333333333333,0.0,18
"(i_gaze_at;inf_smile;infant_voc;m_gaze_at;mo_smile)","(mother-speech)",0.191,10,7.966,0.17647058823529413,0.0,0.0,34
"(mo_smile;mother-speech)","(i_gaze_at;m_gaze_at)",0.247,45,149.164,0.0,0.5274725274725275,0.0,91
"(i_gaze_away;infant_voc)","(m_gaze_at)",0.103,7,5.171,0.987012987012987,0.03896103896103896,0.974025974025974,77
"(inf_smile;infant_voc;m_gaze_at)","(mo_smile;mother-speech)",0.123,12,10.613,0.0,0.2,0.0,5
"(i_gaze_at;m_gaze_at;mo_smile)","(mother-speech)",0.36,245,254.574,0.0,0.0,0.0,100
"(i_gaze_at;mo_smile)","(mother-speech)",0.373,327,343.315,0.0,0.0,0.0,100
"(i_gaze_at;inf_smile)","(mo_smile;mother-speech)",0.229,141,133.873,0.0,0.0,0.0,100
"(m_gaze_away)","(inf_smile)",0.476,1,38.439,0.011111111111111112,1.0,0.011111111111111112,90
"(i_gaze_at)","(mo_smile;mother-speech)",0.182,447,390.96,0.0,0.0,0.0,100
"(i_gaze_at;m_gaze_at)","(inf_smile;mother-speech)",0.139,248,201.581,0.0,0.0,0.0,86
"(inf_smile)","(i_gaze_at;mo_smile)",0.241,75,269.711,0.0,0.67,0.0,100
"(inf_smile;infant_voc)","(i_gaze_at;mo_smile)",0.122,6,16.279,0.5555555555555556,0.4888888888888889,0.044444444444444446,45
"(inf_smile;mo_smile;mother-speech)","(i_gaze_at;m_gaze_at)",0.191,9,48.584,0.0,0.9423076923076923,0.0,52
"(i_gaze_at;inf_smile;infant_voc;mo_smile)","(mother-speech)",0.184,10,8.537,0.14285714285714285,0.047619047619047616,0.0,63
"(mo_smile;mother-speech)","(i_gaze_at;inf_smile)",0.149,45,90.121,0.0,0.4444444444444444,0.0,9
"(m_gaze_away;mo_smile)","(inf_smile)",0.426,1,20.32,0.11290322580645161,1.0,0.04838709677419355,62
"(m_gaze_at)","(mo_smile;mother-speech)",0.191,480,407.174,0.0,0.0,0.0,100
"(i_gaze_at;m_gaze_at;mo_smile)","(inf_smile)",0.282,94,199.425,0.02,0.0,0.0,100
"(i_gaze_at)","(m_gaze_at)",0.632,247,1355.836,0.0,0.7,0.0,100
"(mother-speech)","(i_gaze_at;m_gaze_at)",0.213,126,337.845,0.0,0.33,0.0,100
"(i_gaze_at;infant_voc;m_gaze_at;mo_smile)","(inf_smile)",0.165,7,13.953,0.08,0.2,0.0,25
"(inf_smile;infant_voc)","(i_gaze_at;m_gaze_at)",0.201,5,26.732,0.09722222222222222,0.8611111111111112,0.013888888888888888,72
"(m_gaze_at)","(i_gaze_at;mother-speech)",0.3,637,638.228,0.0,0.0,0.0,100
"(m_gaze_at;mother-speech)","(i_gaze_at;mo_smile)",0.157,78,157.51,0.0,0.041666666666666664,0.0,24
"(inf_smile;mother-speech)","(m_gaze_at;mo_smile)",0.15,32,77.143,0.022222222222222223,0.6888888888888889,0.0,45
"(inf_smile;mother-speech)","(mo_smile)",0.222,33,114.237,0.04,0.45,0.02,100
"(i_gaze_at;m_gaze_at;mother-speech)","(inf_smile)",0.153,71,108.985,0.0,0.0,0.0,89
"(i_gaze_at;inf_smile;infant_voc;m_gaze_at)","(mother-speech)",0.186,13,12.614,0.125,0.078125,0.0,64
"(m_gaze_at;mo_smile)","(i_gaze_at)",0.566,52,559.084,0.0,0.23,0.0,100
"(inf_smile;infant_voc)","(m_gaze_at)",0.26,8,34.629,0.16666666666666666,0.4270833333333333,0.0,96
"(mo_smile)","(i_gaze_at;m_gaze_at;mother-speech)",0.197,326,296.458,0.0,0.0,0.0,93
"(mo_smile;mother-speech)","(m_gaze_at)",0.314,37,189.838,0.0,0.96,0.0,100
"(m_gaze_at;mo_smile)","(inf_smile;mother-speech)",0.161,183,159.132,0.0,0.0,0.0,90
"(i_gaze_at)","(mother-speech)",0.424,821,908.774,0.0,0.0,0.0,100
"(inf_smile;infant_voc;mo_smile)","(m_gaze_at;mother-speech)",0.133,10,8.09,0.28,0.32,0.0,25
"(i_gaze_at;mo_smile)","(m_gaze_at;mother-speech)",0.298,293,274.925,0.0,0.0,0.0,100
"(m_gaze_away)","(i_gaze_away;inf_smile;mo_smile)",0.171,2,13.8,0.0,0.8,0.0,5
"(inf_smile)","(m_gaze_at;mo_smile;mother-speech)",0.138,180,155.402,0.0,0.0,0.0,30
"(i_gaze_away;m_gaze_away;mo_smile)","(inf_smile)",0.607,1,13.555,0.07142857142857142,1.0,0.0,28
"(inf_smile;infant_voc;mo_smile)","(m_gaze_at)",0.251,3,15.257,0.08695652173913043,0.6666666666666666,0.0,69
"(i_gaze_at_object;inf_smile;infant_voc;mother-speech)","(mo_smile)",0.544,1,0.891,0.0,1.0,0.5714285714285714,7
"(mo_smile)","(i_gaze_at)",0.533,87,802.474,0.0,0.43,0.0,100
"(i_gaze_at;inf_smile)","(m_gaze_at;mo_smile;mother-speech)",0.176,115,103.206,0.0,0.0,0.0,24
"(i_gaze_away;inf_smile;m_gaze_at)","(mo_smile;mother-speech)",0.198,23,15.564,0.041666666666666664,0.1527777777777778,0.3333333333333333,72
"(i_gaze_at;inf_smile)","(mo_smile)",0.435,49,254.054,0.0,0.53,0.0,100
"(m_gaze_away)","(i_gaze_away;mo_smile)",0.26,3,20.991,0.0,0.9047619047619048,0.0,21
"(m_gaze_at;mo_smile)","(i_gaze_at;mother-speech)",0.275,273,271.985,0.0,0.0,0.0,100
"(i_gaze_at;m_gaze_at)","(infant_voc)",0.111,228,162.099,0.13157894736842105,0.0,0.0,38
"(i_gaze_away;inf_smile)","(m_gaze_at_object)",0.265,22,41.787,0.09473684210526316,0.010526315789473684,0.08421052631578947,95
"(inf_smile)","(i_gaze_away)",0.125,55,140.138,0.3037974683544304,0.0,0.3037974683544304,79
"(i_gaze_at;mo_smile)","(inf_smile)",0.312,114,287.536,0.0,0.0,0.0,100
"(mo_smile)","(m_gaze_at_object)",0.197,193,296.39,1.0,0.0,1.0,100
"(inf_smile;mo_smile)","(i_gaze_away)",0.108,25,55.069,0.78,0.0,0.4,50
