"antecedent","succedent","realcon","realocc","realdur","p_con","p_occ","p_dur","null_obs"
"(i_gaze_at;infant_voc)","(m_gaze_at)",0.667,4,65.734,0.0,0.7941176470588235,0.058823529411764705,68
"(m_gaze_away;i_gaze_at_object)","(mo_smile)",0.57,1,6.972,0.09090909090909091,1.0,0.0,11
"(m_gaze_at;inf_smile)","(mo_smile)",0.57,35,263.108,0.0,1.0,0.0,76
"(mo_smile)","(m_gaze_at;mother-speech)",0.275,349,354.622,0.0,0.016129032258064516,0.0,62
"(m_gaze_at)","(mo_smile;i_gaze_at)",0.339,215,637.164,0.0,0.07692307692307693,0.0,52
"(mo_smile;m_gaze_at)","(i_gaze_at)",0.712,38,547.914,0.0,0.6,0.0,25
"(mo_smile)","(m_gaze_at;inf_smile)",0.225,147,290.729,0.0,0.11842105263157894,0.0,76
"(m_gaze_at;inf_smile;i_gaze_away)","(mo_smile;mother-speech)",0.221,17,11.574,0.0,0.0,0.0,7
"(m_gaze_at;inf_smile)","(infant_voc)",0.119,62,55.14,0.2,0.4,0.0,5
"(m_gaze_at_object)","(i_gaze_at_object)",0.317,67,399.653,0.1,0.02,0.25,100
"(mo_smile)","(mother-speech;inf_smile)",0.161,220,208.241,0.0,0.15789473684210525,0.0,76
"(m_gaze_at;i_gaze_at)","(infant_voc)",0.12,206,152.565,0.13793103448275862,0.0,0.0,58
"(m_gaze_at)","(mother-speech)",0.447,719,839.544,0.0,0.36,0.0,100
"(m_gaze_at;i_gaze_away)","(mo_smile;inf_smile)",0.177,9,29.755,0.038461538461538464,1.0,0.46153846153846156,26
"(i_gaze_at;inf_smile)","(mo_smile;mother-speech)",0.274,107,120.774,0.0,0.13333333333333333,0.0,15
"(m_gaze_at;inf_smile;i_gaze_away)","(mo_smile)",0.55,4,28.759,0.023809523809523808,0.8571428571428571,0.14285714285714285,42
"(mother-speech;i_gaze_at)","(m_gaze_at)",0.544,27,246.767,0.014705882352941176,0.8529411764705882,0.0,68
"(mo_smile)","(m_gaze_at;i_gaze_at;inf_smile)",0.167,134,216.011,0.0,0.09090909090909091,0.0,11
"(i_gaze_at)","(mother-speech)",0.438,766,881.776,0.0,0.93,0.0,100
"(infant_voc)","(m_gaze_at;inf_smile)",0.171,6,34.014,0.0,0.96,0.02,50
"(mo_smile;inf_smile)","(i_gaze_at)",0.627,19,248.246,0.018867924528301886,0.7547169811320755,0.0,53
"(i_gaze_at;inf_smile)","(mo_smile)",0.564,29,247.812,0.0,1.0,0.0,50
"(m_gaze_at;i_gaze_at)","(mother-speech;inf_smile)",0.15,223,189.941,0.018518518518518517,0.0,0.0,54
"(mo_smile;i_gaze_at;inf_smile)","(mother-speech)",0.424,78,102.578,0.0,0.0,0.0,17
"(m_gaze_at;mother-speech)","(inf_smile)",0.324,49,142.143,0.016129032258064516,0.0,0.0,62
"(mo_smile;m_gaze_at;i_gaze_at)","(inf_smile)",0.363,75,193.558,0.25,0.0,0.0,8
"(inf_smile)","(m_gaze_at;mother-speech;i_gaze_at)",0.167,144,159.023,0.0,0.9047619047619048,0.0,42
"(mother-speech)","(i_gaze_at;inf_smile)",0.175,55,144.362,0.0,0.4583333333333333,0.0,48
"(mo_smile;infant_voc)","(i_gaze_at;inf_smile)",0.292,3,15.25,0.0,0.6,0.0,15
"(mo_smile;i_gaze_at;inf_smile)","(m_gaze_at;mother-speech)",0.306,62,73.923,0.0,0.07692307692307693,0.0,13
"(i_gaze_at)","(mo_smile;m_gaze_at)",0.319,281,642.73,0.0,0.0,0.0,25
"(mo_smile;inf_smile)","(i_gaze_away)",0.134,20,53.154,0.35,0.025,0.075,40
"(mo_smile;mother-speech;i_gaze_at)","(inf_smile)",0.433,19,80.546,0.0,0.0,0.0,10
"(mother-speech;inf_smile)","(m_gaze_at;i_gaze_at)",0.367,10,82.817,0.0,0.9285714285714286,0.0,56
"(m_gaze_at;infant_voc)","(inf_smile)",0.328,4,32.388,0.0,0.8902439024390244,0.0,82
"(m_gaze_at;inf_smile)","(mother-speech;i_gaze_at)",0.31,109,143.03,0.0,0.7407407407407407,0.0,54
"(mo_smile;i_gaze_at)","(m_gaze_at_object)",0.16,93,121.965,1.0,0.0,1.0,52
"(mo_smile)","(m_gaze_at;mother-speech;i_gaze_at)",0.207,280,266.934,0.0,0.0,0.0,36
"(mo_smile;mother-speech)","(inf_smile)",0.395,23,112.221,0.0,0.44,0.0,25
"(mo_smile;m_gaze_at;inf_smile)","(i_gaze_away)",0.135,15,33.218,0.6666666666666666,0.0,0.3333333333333333,6
"(m_gaze_at;inf_smile)","(i_gaze_at)",0.644,22,297.148,0.0,0.9078947368421053,0.11842105263157894,76
"(inf_smile;m_gaze_at_object)","(i_gaze_away)",0.136,12,37.47,0.0,0.1,0.0,10
"(mo_smile;inf_smile;i_gaze_at_object)","(mother-speech)",0.42,6,6.982,0.034482758620689655,1.0,1.0,29
"(m_gaze_at)","(inf_smile)",0.3,261,562.802,0.47,0.0,0.57,100
"(m_gaze_at)","(i_gaze_at;inf_smile)",0.204,244,382.803,0.0,0.0,0.0,50
"(mo_smile;infant_voc;inf_smile)","(i_gaze_at)",0.632,1,13.4,0.0,1.0,0.0,8
"(m_gaze_at;mother-speech;i_gaze_at;inf_smile)","(mo_smile)",0.561,4,43.846,0.0,0.6153846153846154,0.0,13
"(infant_voc)","(mo_smile;m_gaze_at;i_gaze_at)",0.134,6,26.669,0.0,1.0,0.2,5
"(inf_smile)","(mo_smile;i_gaze_at)",0.277,55,263.864,0.0,0.9807692307692307,0.0,52
"(i_gaze_at)","(mother-speech;inf_smile)",0.132,311,266.05,0.04,0.9466666666666667,0.05333333333333334,75
"(mo_smile)","(m_gaze_at)",0.632,143,816.055,0.0,0.49,0.0,100
"(m_gaze_at;mother-speech)","(mo_smile)",0.457,46,200.685,0.0,0.0,0.0,62
"(m_gaze_at;i_gaze_at;inf_smile)","(infant_voc)",0.141,36,40.616,0.0,0.16666666666666666,0.0,6
"(m_gaze_at;infant_voc;inf_smile)","(mother-speech;i_gaze_at)",0.223,6,7.744,0.0,0.4,0.0,5
"(mo_smile;m_gaze_at)","(mother-speech)",0.408,261,313.736,0.0,0.0,0.0,25
"(m_gaze_at)","(mother-speech;inf_smile)",0.156,338,292.4,0.0,0.44871794871794873,0.0,78
"(m_gaze_at;i_gaze_at;infant_voc)","(inf_smile)",0.261,2,19.176,0.09523809523809523,0.9047619047619048,0.0,42
"(m_gaze_away)","(inf_smile)",0.61,1,38.439,0.0,1.0,0.0,83
"(m_gaze_at;mother-speech;inf_smile)","(i_gaze_at)",0.639,5,79.843,0.0,0.6976744186046512,0.0,43
"(mo_smile;inf_smile)","(m_gaze_at;i_gaze_at)",0.444,38,176.01,0.0,0.125,0.0,40
"(m_gaze_away;inf_smile)","(mother-speech)",0.372,9,12.145,0.3157894736842105,0.0,0.0,19
"(mo_smile;m_gaze_at;inf_smile)","(i_gaze_at)",0.673,12,165.497,0.0,0.4444444444444444,0.0,9
"(i_gaze_at;infant_voc)","(m_gaze_at;inf_smile)",0.269,3,26.554,0.0,0.9629629629629629,0.0,27
"(mo_smile;i_gaze_at)","(m_gaze_at;mother-speech)",0.32,233,244.029,0.0,0.0,0.0,35
"(m_gaze_at;infant_voc)","(i_gaze_at;inf_smile)",0.194,2,19.176,0.0,1.0,0.0,28
"(mo_smile;infant_voc)","(m_gaze_at;i_gaze_at)",0.483,3,25.175,0.0,0.6086956521739131,0.0,46
"(m_gaze_at)","(mo_smile;inf_smile)",0.171,189,321.197,0.0,0.019230769230769232,0.0,52
"(mother-speech;i_gaze_away;m_gaze_at_object)","(inf_smile)",0.26,2,2.978,0.0,0.6666666666666666,0.5,6
"(m_gaze_at;i_gaze_at;inf_smile)","(mo_smile;mother-speech)",0.283,66,81.519,0.0,0.1111111111111111,0.0,9
"(m_gaze_away)","(inf_smile;i_gaze_away)",0.236,1,14.876,0.0,1.0,0.0,12
"(m_gaze_at;infant_voc)","(mo_smile;i_gaze_at)",0.266,4,26.314,0.0,0.813953488372093,0.0,43
"(i_gaze_at;inf_smile)","(m_gaze_at;mother-speech)",0.333,116,146.278,0.0,0.8387096774193549,0.0,31
"(m_gaze_at;mother-speech)","(mo_smile;inf_smile)",0.189,40,83.04,0.0,0.0,0.0,13
"(i_gaze_at)","(mo_smile)",0.421,231,847.197,0.0,0.68,0.0,100
"(m_gaze_at;i_gaze_at;infant_voc;inf_smile)","(mother-speech)",0.286,6,7.744,0.0,0.16666666666666666,0.0,6
"(i_gaze_at;inf_smile)","(m_gaze_at)",0.679,38,298.634,0.02,0.88,0.16,50
"(m_gaze_at;mother-speech;i_gaze_at)","(mo_smile)",0.469,30,130.716,0.0,0.0,0.0,42
"(inf_smile)","(mo_smile;m_gaze_at)",0.298,84,283.301,0.0,0.88,0.0,25
"(m_gaze_at)","(i_gaze_at)",0.701,107,1313.992,0.0,0.94,0.0,100
"(m_gaze_at;mother-speech;inf_smile)","(mo_smile;i_gaze_at)",0.374,7,46.778,0.0,0.5882352941176471,0.0,17
"(mo_smile;m_gaze_at;inf_smile)","(mother-speech)",0.414,76,101.7,0.0,0.0,0.0,9
"(mo_smile;infant_voc)","(m_gaze_at)",0.538,2,28.045,0.03225806451612903,0.8387096774193549,0.1774193548387097,62
"(mother-speech;i_gaze_at)","(m_gaze_at;inf_smile)",0.223,43,101.419,0.0,0.023809523809523808,0.0,42
"(mo_smile;i_gaze_at)","(m_gaze_at;inf_smile)",0.27,107,206.328,0.0,0.0,0.0,44
"(mo_smile;m_gaze_at;infant_voc)","(inf_smile)",0.376,2,12.972,0.0,0.75,0.0,8
"(infant_voc;inf_smile)","(m_gaze_at)",0.53,1,31.176,0.03333333333333333,1.0,0.0,30
"(i_gaze_at;inf_smile)","(mother-speech)",0.452,141,198.801,0.0,0.94,0.1,50
"(m_gaze_at;mother-speech)","(mo_smile;i_gaze_at)",0.332,44,145.551,0.0,0.0,0.0,35
"(i_gaze_at;infant_voc)","(mo_smile;m_gaze_at)",0.269,5,26.526,0.0,0.7368421052631579,0.0,19
"(m_gaze_at;i_gaze_at_object)","(mo_smile)",0.483,18,82.968,0.012048192771084338,0.927710843373494,0.6265060240963856,83
"(mo_smile;inf_smile)","(m_gaze_at;mother-speech)",0.286,101,113.232,0.0,0.02857142857142857,0.0,35
"(mo_smile;mother-speech)","(m_gaze_at;inf_smile)",0.263,25,74.954,0.0,0.35294117647058826,0.0,17
"(mother-speech)","(mo_smile;inf_smile)",0.151,46,124.267,0.0,0.7391304347826086,0.0,23
"(mother-speech;i_gaze_at)","(mo_smile;m_gaze_at)",0.299,43,135.833,0.0,0.0625,0.0,16
"(mo_smile;m_gaze_at)","(mother-speech;i_gaze_at)",0.305,215,234.88,0.0,0.0,0.0,16
"(m_gaze_at)","(infant_voc)",0.108,285,202.955,0.1724137931034483,0.0,0.1896551724137931,58
"(mother-speech)","(m_gaze_at;inf_smile)",0.178,61,147.018,0.0,0.56,0.0,75
"(mother-speech;inf_smile)","(i_gaze_at)",0.537,7,121.001,0.01282051282051282,0.9102564102564102,0.0,78
"(mo_smile;mother-speech;inf_smile)","(i_gaze_at)",0.662,2,67.795,0.0,0.9230769230769231,0.0,13
"(mo_smile;mother-speech;inf_smile)","(m_gaze_at;i_gaze_at)",0.449,4,46.05,0.0,1.0,0.0,7
"(i_gaze_at)","(mo_smile;inf_smile)",0.155,174,311.897,0.0,0.15555555555555556,0.0,45
"(m_gaze_at;inf_smile;i_gaze_at_object)","(mo_smile)",0.604,1,6.442,0.0,1.0,1.0,49
"(mother-speech)","(mo_smile;m_gaze_at)",0.256,70,210.726,0.0,0.24,0.0,25
"(m_gaze_at;inf_smile)","(mo_smile;mother-speech)",0.278,117,128.204,0.0,0.047619047619047616,0.0,21
"(i_gaze_at;infant_voc)","(inf_smile)",0.309,4,30.511,0.014492753623188406,0.9855072463768116,0.07246376811594203,69
"(inf_smile)","(mo_smile)",0.448,62,425.461,0.0,1.0,0.0,100
"(i_gaze_at_object)","(m_gaze_at)",0.3,99,233.241,0.97,0.04,0.99,100
"(m_gaze_away)","(mo_smile;inf_smile)",0.322,1,20.32,0.0,1.0,0.0,22
"(m_gaze_at_object)","(i_gaze_away)",0.152,43,191.83,0.014705882352941176,0.2647058823529412,0.029411764705882353,68
"(mo_smile;m_gaze_away)","(inf_smile)",0.631,1,20.32,0.0,1.0,0.0,40
"(mo_smile;inf_smile)","(mother-speech;i_gaze_at)",0.272,92,107.794,0.0,0.05405405405405406,0.0,37
"(mother-speech;inf_smile)","(mo_smile;m_gaze_at)",0.307,14,69.298,0.0,0.7619047619047619,0.0,21
"(m_gaze_at;infant_voc;inf_smile)","(mo_smile)",0.362,2,12.564,0.14285714285714285,0.7142857142857143,0.0,14
"(mo_smile;infant_voc)","(i_gaze_at)",0.59,2,30.786,0.0,0.6949152542372882,0.15254237288135594,59
"(mo_smile;i_gaze_at;infant_voc)","(inf_smile)",0.371,2,13.2,0.0,0.7647058823529411,0.058823529411764705,17
"(infant_voc;inf_smile)","(mother-speech;i_gaze_at)",0.168,8,9.886,0.2,0.5333333333333333,0.0,15
"(m_gaze_at;i_gaze_at;infant_voc)","(mo_smile)",0.356,3,26.171,0.06666666666666667,0.7777777777777778,0.0,45
"(mo_smile;mother-speech)","(m_gaze_at)",0.521,18,148.089,0.0,0.8,0.0,25
"(mo_smile;m_gaze_away)","(i_gaze_away)",0.619,1,19.915,0.0,1.0,0.0,19
"(mo_smile;i_gaze_at)","(mother-speech;inf_smile)",0.179,148,136.416,0.0,0.0,0.0,37
"(mo_smile)","(i_gaze_at)",0.616,73,794.538,0.0,0.87,0.0,100
"(mo_smile;i_gaze_away)","(inf_smile)",0.354,5,42.561,0.015625,1.0,0.234375,64
"(mo_smile)","(m_gaze_at_object)",0.214,156,276.265,1.0,0.03,1.0,100
"(m_gaze_at;infant_voc;inf_smile)","(mother-speech)",0.229,6,7.941,0.3181818181818182,0.4090909090909091,0.045454545454545456,22
"(mo_smile;infant_voc)","(m_gaze_at;inf_smile)",0.249,2,12.972,0.0,1.0,0.0,20
"(inf_smile)","(mother-speech)",0.431,319,409.52,0.0,0.99,0.0,100
"(m_gaze_at;infant_voc)","(mo_smile;inf_smile)",0.155,5,15.36,0.0,0.42857142857142855,0.0,7
"(mo_smile;mother-speech;inf_smile)","(m_gaze_at)",0.348,3,35.674,0.42857142857142855,1.0,0.0,14
"(m_gaze_at;mother-speech;i_gaze_at)","(inf_smile)",0.353,37,98.39,0.0,0.0,0.0,42
"(mo_smile)","(mother-speech;i_gaze_at)",0.262,321,337.995,0.0,0.0,0.0,68
"(mo_smile)","(m_gaze_at;i_gaze_at)",0.461,136,594.996,0.0,0.28378378378378377,0.0,74
"(mo_smile;m_gaze_at;i_gaze_at)","(mother-speech)",0.411,181,219.17,0.0,0.0,0.0,8
"(mo_smile;i_gaze_at)","(inf_smile)",0.368,92,280.459,0.0,0.11538461538461539,0.0,52
"(mo_smile;inf_smile)","(m_gaze_at)",0.589,38,233.398,0.2641509433962264,0.16981132075471697,0.0,53
"(mo_smile)","(mother-speech)",0.381,424,492.162,0.0,0.56,0.0,100
"(i_gaze_at)","(m_gaze_at;inf_smile)",0.196,258,394.016,0.02631578947368421,0.0,0.02631578947368421,76
"(m_gaze_at;infant_voc;inf_smile)","(mo_smile;i_gaze_at)",0.313,1,10.875,0.1111111111111111,1.0,0.0,9
"(m_gaze_away)","(i_gaze_away)",0.377,1,23.751,0.0,1.0,0.0,48
"(mother-speech;i_gaze_at)","(inf_smile)",0.312,44,141.586,0.0,0.029411764705882353,0.0,68
"(mo_smile;m_gaze_at;inf_smile)","(mother-speech;i_gaze_at)",0.282,54,69.363,0.0,0.2857142857142857,0.0,7
"(m_gaze_at;i_gaze_at)","(mo_smile;mother-speech)",0.213,290,270.646,0.0,0.0,0.0,18
"(mo_smile;m_gaze_at)","(i_gaze_at;inf_smile)",0.262,97,201.536,0.0,0.0,0.0,13
"(mother-speech)","(m_gaze_at;i_gaze_at)",0.374,56,308.106,0.0,0.5405405405405406,0.0,74
"(mother-speech)","(m_gaze_at)",0.547,59,450.747,0.0,0.73,0.0,100
"(mother-speech)","(i_gaze_at)",0.57,37,469.659,0.0,0.43,0.0,100
"(mo_smile;m_gaze_at)","(inf_smile)",0.349,95,268.43,0.16,0.0,0.0,25
"(infant_voc)","(m_gaze_at;i_gaze_at)",0.332,7,66.149,0.04054054054054054,0.918918918918919,0.14864864864864866,74
"(m_gaze_at;mother-speech)","(i_gaze_at;inf_smile)",0.23,46,100.874,0.0,0.0,0.0,24
"(mo_smile;mother-speech;i_gaze_at)","(m_gaze_at)",0.572,10,106.557,0.0,0.4,0.0,10
"(inf_smile)","(mo_smile;m_gaze_at;i_gaze_at)",0.198,67,188.006,0.0,0.625,0.0,8
"(m_gaze_at;i_gaze_at;inf_smile)","(mother-speech)",0.461,87,132.811,0.0,0.5666666666666667,0.0,30
"(m_gaze_at;mother-speech)","(i_gaze_at)",0.658,21,288.494,0.0,0.25806451612903225,0.0,62
"(mother-speech)","(inf_smile)",0.301,65,247.668,0.01,0.68,0.0,100
"(mo_smile;i_gaze_at)","(m_gaze_at)",0.72,76,549.157,0.0,0.4230769230769231,0.0,52
"(mo_smile)","(i_gaze_at;inf_smile)",0.225,122,290.587,0.0,0.26,0.0,50
"(inf_smile;m_gaze_at_object)","(i_gaze_at)",0.321,23,88.343,0.95,0.025,0.825,40
"(inf_smile)","(mo_smile;mother-speech)",0.209,192,199.31,0.0,0.04,0.0,25
"(mo_smile;mother-speech)","(i_gaze_at)",0.658,13,186.974,0.0,0.2,0.0,25
"(mo_smile;infant_voc)","(inf_smile)",0.3,2,15.643,0.047619047619047616,0.9523809523809523,0.2222222222222222,63
"(m_gaze_at;i_gaze_at)","(mother-speech)",0.439,482,556.371,0.0,0.0,0.0,74
"(mother-speech;i_gaze_at)","(mo_smile)",0.416,33,188.842,0.0,0.5147058823529411,0.0,68
"(mo_smile;inf_smile)","(m_gaze_at_object)",0.169,43,67.016,1.0,0.03773584905660377,0.9811320754716981,53
"(i_gaze_at)","(m_gaze_at;mother-speech)",0.318,642,639.437,0.0,0.0,0.0,62
"(mo_smile;inf_smile)","(m_gaze_at;mother-speech;i_gaze_at)",0.198,73,78.431,0.0,0.0625,0.0,16
"(m_gaze_at;i_gaze_at)","(mo_smile)",0.469,160,594.954,0.0,0.0,0.0,74
"(m_gaze_away;i_gaze_away)","(inf_smile)",0.855,1,14.876,0.0,1.0,0.0,9
"(i_gaze_at)","(mo_smile;mother-speech)",0.189,422,380.935,0.0,0.28,0.0,25
"(mo_smile;mother-speech)","(m_gaze_at;i_gaze_at)",0.481,24,136.662,0.0,0.05555555555555555,0.0,18
"(mo_smile;mother-speech)","(i_gaze_at;inf_smile)",0.286,21,81.353,0.0,0.2727272727272727,0.0,11
"(mo_smile;i_gaze_at)","(infant_voc)",0.1,92,76.538,1.0,0.0,0.0,6
"(mother-speech;inf_smile)","(mo_smile)",0.474,14,106.831,0.0,0.6153846153846154,0.0,78
"(m_gaze_at)","(mo_smile;mother-speech)",0.206,431,387.876,0.0,0.0,0.0,25
"(mother-speech)","(mo_smile;i_gaze_at)",0.249,52,205.642,0.0,0.4230769230769231,0.0,52
"(i_gaze_at)","(m_gaze_at)",0.671,229,1349.45,0.0,0.99,0.0,100
"(mo_smile;i_gaze_at;inf_smile)","(m_gaze_at)",0.676,22,163.284,0.0,0.058823529411764705,0.0,17
"(m_gaze_at;mother-speech;inf_smile)","(mo_smile)",0.538,11,67.286,0.0,0.13636363636363635,0.0,44
"(m_gaze_at;i_gaze_at)","(inf_smile)",0.29,196,367.54,0.44594594594594594,0.0,0.0,74
"(infant_voc)","(inf_smile)",0.299,11,59.43,0.0,0.77,0.0,100
"(m_gaze_at;inf_smile)","(mo_smile;i_gaze_at)",0.38,34,175.326,0.0,0.8636363636363636,0.0,44
"(inf_smile)","(i_gaze_away)",0.141,47,134.672,0.24175824175824176,0.02197802197802198,0.17582417582417584,91
"(mo_smile;i_gaze_at;infant_voc)","(m_gaze_at)",0.704,2,25.032,0.0,0.7777777777777778,0.0,18
