"antecedent","succedent","realcon","realocc","realdur","p_con","p_occ","p_dur","null_obs"
"(inf_smile)","(m_gaze_at_object;i_gaze_at;mo_smile)",999.0,999,999.0,999.0,999.0,999.0,1
"(inf_smile;m_gaze_at_object;i_gaze_at_object)","(mother-speech;mo_smile)",999.0,999,999.0,999.0,999.0,999.0,3
"(mo_smile;infant_voc;m_gaze_at_object)","(mother-speech)",999.0,999,999.0,999.0,999.0,999.0,17
"(m_gaze_away)","(mo_smile;mother-speech)",999.0,999,999.0,999.0,999.0,999.0,18
"(i_gaze_at_object;mother-speech)","(mo_smile;m_gaze_at_object)",999.0,999,999.0,999.0,999.0,999.0,7
"(mother-speech;mo_smile;infant_voc)","(m_gaze_at;i_gaze_at)",999.0,999,999.0,999.0,999.0,999.0,12
"(infant_voc;inf_smile)","(i_gaze_at_object;mother-speech)",999.0,999,999.0,999.0,999.0,999.0,1
"(mo_smile;m_gaze_at;i_gaze_away)","(infant_voc)",999.0,999,999.0,999.0,999.0,999.0,4
"(m_gaze_at)","(mo_smile;i_gaze_at)",0.339,215,637.164,0.0,0.07692307692307693,0.0,52
"(i_gaze_away)","(m_gaze_at;inf_smile)",0.113,32,50.531,0.9459459459459459,0.9864864864864865,0.9594594594594594,74
"(infant_voc;inf_smile;mother-speech;mo_smile)","(m_gaze_at_object;i_gaze_at_object)",999.0,999,999.0,999.0,999.0,999.0,1
"(inf_smile;m_gaze_away)","(mo_smile;i_gaze_away)",999.0,999,999.0,999.0,999.0,999.0,9
"(mother-speech;m_gaze_at_object;mo_smile;i_gaze_at)","(inf_smile)",999.0,999,999.0,999.0,999.0,999.0,5
"(inf_smile;mo_smile)","(i_gaze_at_object;m_gaze_at)",999.0,999,999.0,999.0,999.0,999.0,2
"(i_gaze_at;m_gaze_away;mo_smile)","(infant_voc)",999.0,999,999.0,999.0,999.0,999.0,3
"(inf_smile;mo_smile;mother-speech)","(infant_voc)",999.0,999,999.0,999.0,999.0,999.0,1
"(m_gaze_at_object;mo_smile;i_gaze_away;infant_voc)","(mother-speech)",999.0,999,999.0,999.0,999.0,999.0,2
"(infant_voc;m_gaze_at)","(inf_smile;i_gaze_at)",999.0,999,999.0,999.0,999.0,999.0,2
"(m_gaze_at;i_gaze_away;mo_smile)","(inf_smile;mother-speech)",999.0,999,999.0,999.0,999.0,999.0,1
"(inf_smile;i_gaze_at)","(m_gaze_at_object)",999.0,999,999.0,999.0,999.0,999.0,50
"(m_gaze_at;i_gaze_at;infant_voc;mother-speech)","(inf_smile)",999.0,999,999.0,999.0,999.0,999.0,1
"(mother-speech;inf_smile;i_gaze_away;m_gaze_at_object)","(mo_smile)",999.0,999,999.0,999.0,999.0,999.0,3
"(i_gaze_at;m_gaze_at;mother-speech)","(mo_smile)",999.0,999,999.0,999.0,999.0,999.0,4
"(inf_smile;m_gaze_at_object;i_gaze_at)","(mother-speech;mo_smile)",999.0,999,999.0,999.0,999.0,999.0,4
"(m_gaze_at_object;infant_voc;mo_smile;i_gaze_away)","(mother-speech)",999.0,999,999.0,999.0,999.0,999.0,1
"(m_gaze_at_object;inf_smile;mother-speech)","(mo_smile;i_gaze_at_object)",999.0,999,999.0,999.0,999.0,999.0,2
"(m_gaze_at;mother-speech;i_gaze_at_object)","(infant_voc)",999.0,999,999.0,999.0,999.0,999.0,11
"(m_gaze_at_object;i_gaze_at_object;infant_voc)","(mother-speech)",999.0,999,999.0,999.0,999.0,999.0,13
"(m_gaze_away;mother-speech;infant_voc)","(mo_smile)",999.0,999,999.0,999.0,999.0,999.0,1
"(i_gaze_at;inf_smile)","(mother-speech;mo_smile;m_gaze_at)",999.0,999,999.0,999.0,999.0,999.0,3
"(m_gaze_away;inf_smile)","(mother-speech;mo_smile;i_gaze_at)",999.0,999,999.0,999.0,999.0,999.0,2
"(m_gaze_at;i_gaze_at_object)","(mo_smile;inf_smile)",999.0,999,999.0,999.0,999.0,999.0,20
"(i_gaze_at;m_gaze_at;infant_voc;mo_smile)","(inf_smile)",999.0,999,999.0,999.0,999.0,999.0,1
"(mother-speech;i_gaze_away;m_gaze_at)","(infant_voc)",999.0,999,999.0,999.0,999.0,999.0,3
"(i_gaze_at;mo_smile;infant_voc)","(inf_smile;m_gaze_at_object)",999.0,999,999.0,999.0,999.0,999.0,2
"(mother-speech;mo_smile;i_gaze_at_object;inf_smile;m_gaze_at_object)","(infant_voc)",999.0,999,999.0,999.0,999.0,999.0,1
"(m_gaze_at_object;mo_smile;inf_smile;i_gaze_away)","(infant_voc)",999.0,999,999.0,999.0,999.0,999.0,4
"(mo_smile;m_gaze_at_object;infant_voc)","(mother-speech)",999.0,999,999.0,999.0,999.0,999.0,5
"(inf_smile;i_gaze_away)","(mo_smile;mother-speech)",0.138,21,16.052,0.3333333333333333,0.3333333333333333,0.16666666666666666,12
"(mo_smile;infant_voc;inf_smile)","(i_gaze_away)",999.0,999,999.0,999.0,999.0,999.0,1
"(inf_smile;m_gaze_at_object)","(i_gaze_at;mo_smile)",999.0,999,999.0,999.0,999.0,999.0,15
"(inf_smile;mother-speech;mo_smile;i_gaze_at)","(m_gaze_at_object)",999.0,999,999.0,999.0,999.0,999.0,2
"(inf_smile;infant_voc)","(mo_smile;i_gaze_at)",999.0,999,999.0,999.0,999.0,999.0,20
"(i_gaze_away;m_gaze_at_object;infant_voc)","(inf_smile)",999.0,999,999.0,999.0,999.0,999.0,2
"(inf_smile;m_gaze_away)","(mother-speech;i_gaze_at)",999.0,999,999.0,999.0,999.0,999.0,36
"(m_gaze_at_object)","(i_gaze_at)",0.387,83,487.477,1.0,0.1,1.0,100
"(i_gaze_at_object;m_gaze_at_object;mo_smile;inf_smile)","(infant_voc)",999.0,999,999.0,999.0,999.0,999.0,1
"(mother-speech;infant_voc)","(inf_smile;mo_smile)",999.0,999,999.0,999.0,999.0,999.0,2
"(inf_smile;mo_smile;i_gaze_at;mother-speech;m_gaze_at_object)","(infant_voc)",999.0,999,999.0,999.0,999.0,999.0,1
"(infant_voc;mo_smile;mother-speech)","(m_gaze_at_object)",999.0,999,999.0,999.0,999.0,999.0,2
"(m_gaze_at;inf_smile;i_gaze_at)","(mother-speech)",999.0,999,999.0,999.0,999.0,999.0,38
"(inf_smile;i_gaze_away;mother-speech)","(m_gaze_at;mo_smile)",999.0,999,999.0,999.0,999.0,999.0,2
"(inf_smile;i_gaze_at;mother-speech;mo_smile)","(m_gaze_at_object)",999.0,999,999.0,999.0,999.0,999.0,1
"(i_gaze_at;mo_smile;m_gaze_at_object;infant_voc)","(mother-speech)",999.0,999,999.0,999.0,999.0,999.0,1
"(i_gaze_at_object;m_gaze_away;infant_voc)","(inf_smile)",999.0,999,999.0,999.0,999.0,999.0,1
"(inf_smile;mo_smile;m_gaze_at_object;i_gaze_away)","(infant_voc)",999.0,999,999.0,999.0,999.0,999.0,2
"(inf_smile;mo_smile)","(mother-speech;i_gaze_at)",999.0,999,999.0,999.0,999.0,999.0,31
"(m_gaze_at_object;mo_smile;i_gaze_away)","(mother-speech;inf_smile)",999.0,999,999.0,999.0,999.0,999.0,7
"(inf_smile;i_gaze_at;infant_voc)","(mother-speech)",999.0,999,999.0,999.0,999.0,999.0,24
"(mother-speech;i_gaze_away;inf_smile;m_gaze_away)","(infant_voc)",999.0,999,999.0,999.0,999.0,999.0,1
"(mother-speech;infant_voc)","(m_gaze_at_object;inf_smile)",999.0,999,999.0,999.0,999.0,999.0,1
"(i_gaze_at;infant_voc;mo_smile;m_gaze_at)","(inf_smile)",999.0,999,999.0,999.0,999.0,999.0,1
"(inf_smile;i_gaze_at_object)","(m_gaze_at_object;mo_smile)",999.0,999,999.0,999.0,999.0,999.0,41
"(mother-speech;m_gaze_at_object)","(mo_smile;i_gaze_at)",999.0,999,999.0,999.0,999.0,999.0,19
"(mother-speech;mo_smile;inf_smile;i_gaze_away)","(infant_voc;m_gaze_at)",999.0,999,999.0,999.0,999.0,999.0,1
"(mother-speech;inf_smile;i_gaze_away)","(mo_smile;m_gaze_at_object)",999.0,999,999.0,999.0,999.0,999.0,1
"(mo_smile;inf_smile;i_gaze_at)","(m_gaze_at_object;mother-speech)",999.0,999,999.0,999.0,999.0,999.0,6
"(mo_smile;inf_smile)","(m_gaze_at_object;mother-speech;i_gaze_at)",999.0,999,999.0,999.0,999.0,999.0,1
"(inf_smile;mo_smile;i_gaze_at;mother-speech)","(m_gaze_at)",999.0,999,999.0,999.0,999.0,999.0,1
"(i_gaze_at_object;mother-speech;inf_smile)","(mo_smile)",999.0,999,999.0,999.0,999.0,999.0,13
"(m_gaze_at;i_gaze_at_object;infant_voc)","(mother-speech;mo_smile)",999.0,999,999.0,999.0,999.0,999.0,5
"(i_gaze_at;mother-speech;mo_smile;infant_voc)","(m_gaze_at)",999.0,999,999.0,999.0,999.0,999.0,4
"(i_gaze_at_object;mo_smile;infant_voc)","(mother-speech)",999.0,999,999.0,999.0,999.0,999.0,8
"(mother-speech;m_gaze_at_object)","(i_gaze_at_object;mo_smile)",999.0,999,999.0,999.0,999.0,999.0,2
"(mother-speech;mo_smile;i_gaze_at_object;inf_smile)","(infant_voc;m_gaze_at_object)",999.0,999,999.0,999.0,999.0,999.0,2
"(m_gaze_at;i_gaze_at;mother-speech;infant_voc)","(inf_smile)",999.0,999,999.0,999.0,999.0,999.0,1
"(m_gaze_at_object;mother-speech;mo_smile)","(i_gaze_at)",999.0,999,999.0,999.0,999.0,999.0,35
"(inf_smile;mo_smile;m_gaze_away)","(i_gaze_away)",999.0,999,999.0,999.0,999.0,999.0,3
"(mother-speech;mo_smile;inf_smile)","(m_gaze_at;i_gaze_at_object)",999.0,999,999.0,999.0,999.0,999.0,1
"(i_gaze_away;mother-speech;inf_smile)","(mo_smile;m_gaze_at)",999.0,999,999.0,999.0,999.0,999.0,1
"(m_gaze_at_object;i_gaze_at_object)","(mother-speech)",0.206,64,71.195,1.0,0.984375,0.984375,64
"(inf_smile;m_gaze_at;i_gaze_away)","(infant_voc)",999.0,999,999.0,999.0,999.0,999.0,3
"(m_gaze_at_object;mo_smile;i_gaze_at_object)","(inf_smile;mother-speech)",999.0,999,999.0,999.0,999.0,999.0,4
"(mother-speech;i_gaze_at;m_gaze_away)","(infant_voc)",999.0,999,999.0,999.0,999.0,999.0,6
"(i_gaze_at_object;m_gaze_at_object;mo_smile;infant_voc)","(mother-speech)",999.0,999,999.0,999.0,999.0,999.0,1
"(mo_smile;mother-speech;i_gaze_at_object)","(m_gaze_at;inf_smile)",999.0,999,999.0,999.0,999.0,999.0,5
"(mo_smile;mother-speech;i_gaze_away;m_gaze_at_object)","(inf_smile)",0.565,1,1.567,999.0,999.0,999.0,4
"(mother-speech;i_gaze_at_object;inf_smile;infant_voc)","(mo_smile;m_gaze_at_object)",999.0,999,999.0,999.0,999.0,999.0,1
"(inf_smile;m_gaze_at;mother-speech;mo_smile)","(i_gaze_at)",999.0,999,999.0,999.0,999.0,999.0,1
"(i_gaze_at;m_gaze_at_object;inf_smile;mother-speech)","(mo_smile)",999.0,999,999.0,999.0,999.0,999.0,1
"(inf_smile;m_gaze_at;mother-speech;i_gaze_at)","(mo_smile)",999.0,999,999.0,999.0,999.0,999.0,1
"(mother-speech;infant_voc)","(m_gaze_at;mo_smile)",999.0,999,999.0,999.0,999.0,999.0,24
"(inf_smile;mother-speech;m_gaze_at_object;i_gaze_at)","(mo_smile)",999.0,999,999.0,999.0,999.0,999.0,3
"(m_gaze_at_object;mo_smile;inf_smile;infant_voc)","(mother-speech;i_gaze_at)",999.0,999,999.0,999.0,999.0,999.0,1
"(m_gaze_at;i_gaze_at;infant_voc;inf_smile)","(mo_smile)",0.402,1,10.875,999.0,999.0,999.0,3
"(mo_smile;inf_smile;i_gaze_at;infant_voc)","(m_gaze_at)",999.0,999,999.0,999.0,999.0,999.0,4
"(m_gaze_at;mother-speech;inf_smile;i_gaze_away)","(mo_smile)",0.17,1,0.647,0.4,1.0,0.9,10
"(inf_smile;m_gaze_at_object;mo_smile;i_gaze_at_object)","(mother-speech)",999.0,999,999.0,999.0,999.0,999.0,3
"(i_gaze_at_object;mo_smile;m_gaze_away)","(inf_smile;mother-speech)",999.0,999,999.0,999.0,999.0,999.0,1
"(mo_smile;m_gaze_at)","(i_gaze_at)",0.712,38,547.914,0.0,0.6,0.0,25
"(m_gaze_at_object;inf_smile;i_gaze_at;mo_smile;mother-speech)","(infant_voc)",999.0,999,999.0,999.0,999.0,999.0,1
"(mother-speech;mo_smile;m_gaze_at;i_gaze_at_object)","(infant_voc)",999.0,999,999.0,999.0,999.0,999.0,2
"(mother-speech;mo_smile;m_gaze_at)","(i_gaze_at;inf_smile)",999.0,999,999.0,999.0,999.0,999.0,3
"(infant_voc;m_gaze_at_object)","(inf_smile;i_gaze_at)",999.0,999,999.0,999.0,999.0,999.0,4
"(mo_smile;mother-speech;m_gaze_at_object)","(inf_smile)",0.255,1,7.686,0.16666666666666666,1.0,1.0,12
"(m_gaze_at_object;i_gaze_away;mother-speech;mo_smile)","(inf_smile)",999.0,999,999.0,999.0,999.0,999.0,2
"(mother-speech;mo_smile;infant_voc;i_gaze_at)","(m_gaze_at;inf_smile)",999.0,999,999.0,999.0,999.0,999.0,2
"(i_gaze_at_object;inf_smile;m_gaze_at)","(mo_smile;mother-speech)",999.0,999,999.0,999.0,999.0,999.0,1
"(infant_voc;i_gaze_at;mo_smile)","(m_gaze_at)",999.0,999,999.0,999.0,999.0,999.0,6
"(mo_smile;m_gaze_at;infant_voc;i_gaze_at_object)","(inf_smile)",999.0,999,999.0,999.0,999.0,999.0,1
"(mo_smile;m_gaze_at;i_gaze_at;infant_voc)","(mother-speech;inf_smile)",0.138,5,3.954,999.0,999.0,999.0,0
"(inf_smile;i_gaze_at_object;infant_voc)","(mother-speech)",999.0,999,999.0,999.0,999.0,999.0,12
"(mo_smile;infant_voc;inf_smile)","(m_gaze_at;i_gaze_at)",999.0,999,999.0,999.0,999.0,999.0,7
"(mo_smile;infant_voc;inf_smile)","(m_gaze_at_object;i_gaze_at)",999.0,999,999.0,999.0,999.0,999.0,3
"(mo_smile;infant_voc;i_gaze_away)","(m_gaze_at)",999.0,999,999.0,999.0,999.0,999.0,6
"(m_gaze_at;mother-speech;i_gaze_away)","(inf_smile)",999.0,999,999.0,999.0,999.0,999.0,36
"(m_gaze_away;i_gaze_away;mother-speech;mo_smile)","(inf_smile)",999.0,999,999.0,999.0,999.0,999.0,1
"(m_gaze_at;mother-speech;mo_smile;i_gaze_at;inf_smile)","(infant_voc)",999.0,999,999.0,999.0,999.0,999.0,1
"(i_gaze_at_object;inf_smile;m_gaze_away)","(infant_voc)",999.0,999,999.0,999.0,999.0,999.0,1
"(inf_smile;mother-speech;i_gaze_at_object)","(m_gaze_at)",999.0,999,999.0,999.0,999.0,999.0,14
"(infant_voc;mother-speech;i_gaze_at_object)","(m_gaze_at;mo_smile)",999.0,999,999.0,999.0,999.0,999.0,1
"(m_gaze_at_object;inf_smile;mo_smile;infant_voc)","(mother-speech;i_gaze_at)",999.0,999,999.0,999.0,999.0,999.0,1
"(infant_voc;mo_smile;inf_smile)","(i_gaze_at_object)",999.0,999,999.0,999.0,999.0,999.0,2
"(i_gaze_away;m_gaze_at_object)","(mother-speech)",0.18,27,27.701,1.0,0.8611111111111112,0.7777777777777778,36
"(m_gaze_at;i_gaze_away;mo_smile)","(infant_voc)",999.0,999,999.0,999.0,999.0,999.0,3
"(m_gaze_at;i_gaze_away;infant_voc)","(mother-speech;inf_smile)",999.0,999,999.0,999.0,999.0,999.0,1
"(mother-speech;i_gaze_at_object;inf_smile)","(mo_smile;m_gaze_at)",999.0,999,999.0,999.0,999.0,999.0,2
"(i_gaze_at;m_gaze_away;mother-speech)","(inf_smile)",999.0,999,999.0,999.0,999.0,999.0,1
"(i_gaze_at;inf_smile;mother-speech;mo_smile;m_gaze_away)","(infant_voc)",999.0,999,999.0,999.0,999.0,999.0,1
"(infant_voc;i_gaze_at_object)","(m_gaze_at_object;mo_smile)",999.0,999,999.0,999.0,999.0,999.0,13
"(mother-speech;inf_smile)","(m_gaze_at_object;mo_smile)",999.0,999,999.0,999.0,999.0,999.0,8
"(infant_voc;i_gaze_at_object)","(inf_smile)",0.137,2,2.553,0.8235294117647058,0.8235294117647058,1.0,34
"(i_gaze_away;mother-speech)","(m_gaze_at;mo_smile)",999.0,999,999.0,999.0,999.0,999.0,14
"(infant_voc)","(inf_smile;m_gaze_at)",999.0,999,999.0,999.0,999.0,999.0,12
"(mother-speech;mo_smile;inf_smile;m_gaze_at_object)","(i_gaze_at)",999.0,999,999.0,999.0,999.0,999.0,7
"(m_gaze_away)","(mother-speech;mo_smile)",999.0,999,999.0,999.0,999.0,999.0,58
"(inf_smile;mother-speech;i_gaze_at_object;mo_smile)","(infant_voc;m_gaze_at_object)",999.0,999,999.0,999.0,999.0,999.0,1
"(i_gaze_at_object;mother-speech;infant_voc)","(m_gaze_at;mo_smile)",999.0,999,999.0,999.0,999.0,999.0,1
"(mother-speech;m_gaze_at;infant_voc)","(inf_smile)",999.0,999,999.0,999.0,999.0,999.0,8
"(m_gaze_away)","(mo_smile;mother-speech;i_gaze_at)",999.0,999,999.0,999.0,999.0,999.0,1
"(inf_smile;i_gaze_at;m_gaze_at_object)","(mo_smile)",999.0,999,999.0,999.0,999.0,999.0,15
"(i_gaze_at_object;inf_smile;infant_voc)","(m_gaze_at_object)",999.0,999,999.0,999.0,999.0,999.0,3
"(mo_smile;m_gaze_at;mother-speech;i_gaze_at_object)","(inf_smile)",999.0,999,999.0,999.0,999.0,999.0,1
"(mother-speech;i_gaze_away;mo_smile)","(inf_smile;infant_voc)",999.0,999,999.0,999.0,999.0,999.0,1
"(mother-speech;mo_smile;infant_voc;m_gaze_at)","(i_gaze_at)",999.0,999,999.0,999.0,999.0,999.0,1
"(i_gaze_away;inf_smile;mo_smile;m_gaze_at_object)","(mother-speech;infant_voc)",999.0,999,999.0,999.0,999.0,999.0,1
"(mo_smile;i_gaze_away;infant_voc)","(mother-speech;m_gaze_at)",999.0,999,999.0,999.0,999.0,999.0,1
"(mo_smile)","(m_gaze_at;inf_smile)",0.225,147,290.729,0.0,0.11842105263157894,0.0,76
"(m_gaze_at_object;i_gaze_away;inf_smile)","(mo_smile)",999.0,999,999.0,999.0,999.0,999.0,15
"(mother-speech;inf_smile)","(i_gaze_at_object)",999.0,999,999.0,999.0,999.0,999.0,64
"(m_gaze_at;inf_smile;i_gaze_away)","(mo_smile;mother-speech)",0.221,17,11.574,0.0,0.0,0.0,7
"(m_gaze_at_object;infant_voc)","(mo_smile;inf_smile)",999.0,999,999.0,999.0,999.0,999.0,7
"(m_gaze_at_object;mother-speech;i_gaze_away)","(mo_smile;inf_smile)",999.0,999,999.0,999.0,999.0,999.0,3
"(m_gaze_at;i_gaze_at_object;mother-speech;inf_smile)","(mo_smile)",999.0,999,999.0,999.0,999.0,999.0,2
"(i_gaze_away;inf_smile;m_gaze_at)","(mother-speech)",999.0,999,999.0,999.0,999.0,999.0,6
"(m_gaze_at_object;mother-speech;i_gaze_away)","(inf_smile)",999.0,999,999.0,999.0,999.0,999.0,17
"(mo_smile;m_gaze_away)","(i_gaze_at;inf_smile;mother-speech)",999.0,999,999.0,999.0,999.0,999.0,1
"(m_gaze_at_object;mo_smile;inf_smile)","(i_gaze_at)",999.0,999,999.0,999.0,999.0,999.0,25
"(mo_smile;i_gaze_away;infant_voc)","(m_gaze_at;inf_smile)",999.0,999,999.0,999.0,999.0,999.0,2
"(m_gaze_at_object;i_gaze_at)","(infant_voc)",999.0,999,999.0,999.0,999.0,999.0,1
"(m_gaze_at_object;inf_smile;i_gaze_away)","(mother-speech;mo_smile)",999.0,999,999.0,999.0,999.0,999.0,9
"(mother-speech;mo_smile;i_gaze_at;inf_smile)","(m_gaze_at_object)",999.0,999,999.0,999.0,999.0,999.0,5
"(mo_smile;m_gaze_away)","(i_gaze_at_object)",999.0,999,999.0,999.0,999.0,999.0,17
"(infant_voc;inf_smile;mo_smile)","(i_gaze_at)",999.0,999,999.0,999.0,999.0,999.0,2
"(inf_smile;infant_voc;i_gaze_at;mo_smile)","(mother-speech)",999.0,999,999.0,999.0,999.0,999.0,1
"(mo_smile;i_gaze_at_object;m_gaze_at)","(inf_smile)",999.0,999,999.0,999.0,999.0,999.0,7
"(mother-speech;mo_smile;inf_smile;i_gaze_away)","(infant_voc)",999.0,999,999.0,999.0,999.0,999.0,3
"(inf_smile;mother-speech;infant_voc;m_gaze_at_object)","(mo_smile)",999.0,999,999.0,999.0,999.0,999.0,1
"(m_gaze_at;mother-speech;mo_smile;inf_smile)","(infant_voc)",999.0,999,999.0,999.0,999.0,999.0,2
"(m_gaze_at;inf_smile;infant_voc;mo_smile;i_gaze_at_object)","(mother-speech)",999.0,999,999.0,999.0,999.0,999.0,2
"(m_gaze_away;mo_smile;mother-speech)","(i_gaze_at)",999.0,999,999.0,999.0,999.0,999.0,1
"(mo_smile;infant_voc;i_gaze_at_object)","(m_gaze_at)",999.0,999,999.0,999.0,999.0,999.0,12
"(mo_smile;infant_voc;m_gaze_at_object;i_gaze_at)","(inf_smile)",999.0,999,999.0,999.0,999.0,999.0,1
"(i_gaze_at;inf_smile)","(m_gaze_at_object)",0.209,41,91.944,1.0,0.84,1.0,50
"(mother-speech;i_gaze_at;mo_smile)","(inf_smile;m_gaze_at)",999.0,999,999.0,999.0,999.0,999.0,3
"(i_gaze_away;m_gaze_at)","(mother-speech;inf_smile)",999.0,999,999.0,999.0,999.0,999.0,9
"(i_gaze_at;mother-speech)","(inf_smile)",999.0,999,999.0,999.0,999.0,999.0,32
"(inf_smile;infant_voc)","(i_gaze_away)",999.0,999,999.0,999.0,999.0,999.0,5
"(mo_smile;m_gaze_away)","(i_gaze_at;infant_voc)",999.0,999,999.0,999.0,999.0,999.0,4
"(m_gaze_at_object;inf_smile;mother-speech)","(i_gaze_away)",999.0,999,999.0,999.0,999.0,999.0,1
"(infant_voc;m_gaze_away)","(mother-speech;i_gaze_at)",999.0,999,999.0,999.0,999.0,999.0,10
"(m_gaze_at;inf_smile)","(infant_voc)",0.119,62,55.14,0.2,0.4,0.0,5
"(i_gaze_at;m_gaze_at_object;infant_voc)","(inf_smile)",999.0,999,999.0,999.0,999.0,999.0,8
"(mo_smile;infant_voc;i_gaze_at_object)","(m_gaze_at_object)",999.0,999,999.0,999.0,999.0,999.0,12
"(m_gaze_at;mother-speech;i_gaze_at_object)","(inf_smile)",0.109,3,3.117,0.975609756097561,0.9024390243902439,1.0,41
"(infant_voc;mo_smile;i_gaze_at;m_gaze_at_object)","(inf_smile)",999.0,999,999.0,999.0,999.0,999.0,1
"(m_gaze_at;infant_voc;inf_smile)","(i_gaze_at;mother-speech)",999.0,999,999.0,999.0,999.0,999.0,3
"(i_gaze_at;mo_smile;m_gaze_at;inf_smile)","(mother-speech)",999.0,999,999.0,999.0,999.0,999.0,3
"(mo_smile;mother-speech)","(infant_voc)",999.0,999,999.0,999.0,999.0,999.0,1
"(i_gaze_at;mo_smile;infant_voc;mother-speech)","(inf_smile)",999.0,999,999.0,999.0,999.0,999.0,1
"(i_gaze_at;infant_voc;mother-speech)","(m_gaze_at_object)",999.0,999,999.0,999.0,999.0,999.0,3
"(mother-speech;infant_voc;inf_smile;i_gaze_at)","(m_gaze_at_object)",999.0,999,999.0,999.0,999.0,999.0,2
"(i_gaze_at;infant_voc;inf_smile;m_gaze_at)","(mother-speech;mo_smile)",999.0,999,999.0,999.0,999.0,999.0,1
"(inf_smile;mother-speech;i_gaze_away)","(mo_smile;m_gaze_at)",999.0,999,999.0,999.0,999.0,999.0,1
"(mo_smile;i_gaze_at;m_gaze_at_object;infant_voc)","(mother-speech;inf_smile)",999.0,999,999.0,999.0,999.0,999.0,1
"(m_gaze_at_object;mo_smile;inf_smile)","(i_gaze_away)",999.0,999,999.0,999.0,999.0,999.0,5
"(i_gaze_at;inf_smile;infant_voc)","(mother-speech;mo_smile)",999.0,999,999.0,999.0,999.0,999.0,2
"(infant_voc;i_gaze_at)","(mother-speech;mo_smile)",999.0,999,999.0,999.0,999.0,999.0,7
"(mo_smile;i_gaze_at;m_gaze_away)","(infant_voc)",999.0,999,999.0,999.0,999.0,999.0,7
"(m_gaze_at_object;infant_voc;mother-speech;inf_smile)","(i_gaze_at_object;mo_smile)",999.0,999,999.0,999.0,999.0,999.0,1
"(m_gaze_at_object;inf_smile;infant_voc)","(mother-speech)",999.0,999,999.0,999.0,999.0,999.0,22
"(mo_smile;inf_smile;infant_voc;i_gaze_at)","(mother-speech)",999.0,999,999.0,999.0,999.0,999.0,1
"(m_gaze_at_object;inf_smile)","(mo_smile;mother-speech)",999.0,999,999.0,999.0,999.0,999.0,11
"(mo_smile;i_gaze_at_object;m_gaze_at_object)","(inf_smile)",999.0,999,999.0,999.0,999.0,999.0,17
"(infant_voc;inf_smile;mo_smile)","(mother-speech;m_gaze_at_object)",999.0,999,999.0,999.0,999.0,999.0,1
"(infant_voc;inf_smile;mother-speech)","(m_gaze_at_object;i_gaze_at_object;mo_smile)",999.0,999,999.0,999.0,999.0,999.0,1
"(m_gaze_at_object;mother-speech;infant_voc;i_gaze_at_object)","(mo_smile)",999.0,999,999.0,999.0,999.0,999.0,2
"(m_gaze_at_object;i_gaze_at_object)","(mo_smile;inf_smile)",999.0,999,999.0,999.0,999.0,999.0,2
"(i_gaze_at;mo_smile;infant_voc;inf_smile)","(mother-speech)",999.0,999,999.0,999.0,999.0,999.0,2
"(inf_smile;m_gaze_at;mother-speech;infant_voc)","(mo_smile)",999.0,999,999.0,999.0,999.0,999.0,1
"(mo_smile;infant_voc;i_gaze_at;m_gaze_at_object)","(inf_smile)",999.0,999,999.0,999.0,999.0,999.0,1
"(i_gaze_at;infant_voc;mo_smile)","(m_gaze_at_object)",999.0,999,999.0,999.0,999.0,999.0,4
"(m_gaze_away;i_gaze_away)","(mother-speech;mo_smile)",999.0,999,999.0,999.0,999.0,999.0,12
"(mother-speech;m_gaze_away;inf_smile)","(i_gaze_away)",999.0,999,999.0,999.0,999.0,999.0,2
"(m_gaze_at;mother-speech;i_gaze_away;inf_smile;mo_smile)","(infant_voc)",999.0,999,999.0,999.0,999.0,999.0,1
"(infant_voc;mo_smile;m_gaze_away)","(mother-speech)",999.0,999,999.0,999.0,999.0,999.0,2
"(m_gaze_at_object;i_gaze_at_object;infant_voc)","(mo_smile;mother-speech)",999.0,999,999.0,999.0,999.0,999.0,1
"(i_gaze_away;inf_smile)","(m_gaze_at_object;mother-speech)",999.0,999,999.0,999.0,999.0,999.0,10
"(m_gaze_at_object)","(i_gaze_at_object)",0.317,67,399.653,0.1,0.02,0.25,100
"(mother-speech;infant_voc)","(m_gaze_at_object;i_gaze_at)",999.0,999,999.0,999.0,999.0,999.0,6
"(m_gaze_away)","(mother-speech;mo_smile;inf_smile)",999.0,999,999.0,999.0,999.0,999.0,4
"(i_gaze_away;mother-speech;mo_smile)","(infant_voc)",999.0,999,999.0,999.0,999.0,999.0,2
"(m_gaze_at_object;infant_voc)","(mother-speech;mo_smile)",999.0,999,999.0,999.0,999.0,999.0,5
"(m_gaze_at;mo_smile;inf_smile;i_gaze_at_object)","(infant_voc)",999.0,999,999.0,999.0,999.0,999.0,4
"(mo_smile;inf_smile;m_gaze_at)","(i_gaze_at;mother-speech)",999.0,999,999.0,999.0,999.0,999.0,4
"(i_gaze_at;m_gaze_at;infant_voc)","(inf_smile)",999.0,999,999.0,999.0,999.0,999.0,13
"(infant_voc;m_gaze_at_object;mo_smile;i_gaze_at_object)","(mother-speech;inf_smile)",999.0,999,999.0,999.0,999.0,999.0,1
"(mother-speech;i_gaze_away;infant_voc;m_gaze_at)","(inf_smile)",999.0,999,999.0,999.0,999.0,999.0,1
