"antecedent","succedent","realcon","realocc","realdur","p_con","p_occ","p_dur","null_obs"
"(inf_smile;mo_smile;mother-speech;i_gaze_away)","(infant_voc)",999.0,999,999.0,999.0,999.0,999.0,3
"(mother-speech;infant_voc;mo_smile;inf_smile)","(m_gaze_at)",999.0,999,999.0,999.0,999.0,999.0,4
"(m_gaze_away;infant_voc;mo_smile)","(i_gaze_at;mother-speech)",999.0,999,999.0,999.0,999.0,999.0,1
"(inf_smile;i_gaze_away;mother-speech)","(m_gaze_at)",999.0,999,999.0,999.0,999.0,999.0,4
"(inf_smile;i_gaze_at_object;m_gaze_at_object)","(infant_voc)",999.0,999,999.0,999.0,999.0,999.0,8
"(i_gaze_at;mother-speech;mo_smile;inf_smile;m_gaze_at)","(infant_voc)",999.0,999,999.0,999.0,999.0,999.0,2
"(mother-speech;inf_smile;mo_smile)","(m_gaze_at_object)",999.0,999,999.0,999.0,999.0,999.0,30
"(i_gaze_at;inf_smile;infant_voc)","(mother-speech;m_gaze_at_object)",999.0,999,999.0,999.0,999.0,999.0,3
"(m_gaze_at;infant_voc;mother-speech;i_gaze_at_object)","(inf_smile;mo_smile)",999.0,999,999.0,999.0,999.0,999.0,1
"(i_gaze_at;inf_smile;m_gaze_at)","(infant_voc)",999.0,999,999.0,999.0,999.0,999.0,6
"(mother-speech;m_gaze_at_object;mo_smile;i_gaze_at_object)","(infant_voc;inf_smile)",999.0,999,999.0,999.0,999.0,999.0,1
"(mother-speech;i_gaze_away)","(m_gaze_at;mo_smile;inf_smile)",999.0,999,999.0,999.0,999.0,999.0,1
"(mother-speech;infant_voc;m_gaze_at_object;i_gaze_at_object)","(inf_smile)",999.0,999,999.0,999.0,999.0,999.0,2
"(infant_voc;m_gaze_away)","(inf_smile;mother-speech)",999.0,999,999.0,999.0,999.0,999.0,2
"(mo_smile;i_gaze_at_object;m_gaze_at;infant_voc)","(inf_smile)",999.0,999,999.0,999.0,999.0,999.0,2
"(mo_smile;i_gaze_at;mother-speech;inf_smile)","(m_gaze_at_object)",999.0,999,999.0,999.0,999.0,999.0,3
"(m_gaze_at_object;infant_voc)","(inf_smile;mother-speech)",999.0,999,999.0,999.0,999.0,999.0,5
"(mo_smile;infant_voc;mother-speech;inf_smile)","(m_gaze_at_object)",999.0,999,999.0,999.0,999.0,999.0,1
"(mother-speech;inf_smile;m_gaze_at;i_gaze_at)","(infant_voc)",999.0,999,999.0,999.0,999.0,999.0,4
"(mo_smile;mother-speech;i_gaze_away;inf_smile;m_gaze_away)","(infant_voc)",999.0,999,999.0,999.0,999.0,999.0,1
"(m_gaze_at)","(i_gaze_at;mo_smile;mother-speech)",999.0,999,999.0,999.0,999.0,999.0,2
"(mother-speech)","(mo_smile)",0.394,116,324.323,0.02,0.97,0.0,100
"(mother-speech;inf_smile;m_gaze_at_object)","(mo_smile)",0.181,2,5.215,1.0,1.0,1.0,29
"(inf_smile;i_gaze_at_object)","(infant_voc;m_gaze_at_object)",999.0,999,999.0,999.0,999.0,999.0,1
"(m_gaze_away;i_gaze_at;inf_smile)","(mother-speech)",999.0,999,999.0,999.0,999.0,999.0,4
"(m_gaze_at;infant_voc;i_gaze_at)","(mo_smile)",999.0,999,999.0,999.0,999.0,999.0,24
"(inf_smile;i_gaze_away;mo_smile)","(mother-speech;m_gaze_at)",999.0,999,999.0,999.0,999.0,999.0,5
"(mother-speech;m_gaze_away)","(i_gaze_at;mo_smile)",999.0,999,999.0,999.0,999.0,999.0,20
"(i_gaze_at_object;m_gaze_at;inf_smile;mother-speech)","(mo_smile)",999.0,999,999.0,999.0,999.0,999.0,1
"(inf_smile;i_gaze_at)","(m_gaze_at_object;mother-speech)",999.0,999,999.0,999.0,999.0,999.0,21
"(i_gaze_at;mother-speech)","(inf_smile;m_gaze_at_object)",999.0,999,999.0,999.0,999.0,999.0,2
"(m_gaze_at;i_gaze_at_object;infant_voc)","(mother-speech;mo_smile;inf_smile)",999.0,999,999.0,999.0,999.0,999.0,1
"(m_gaze_away;mother-speech;i_gaze_at;infant_voc)","(mo_smile)",999.0,999,999.0,999.0,999.0,999.0,1
"(infant_voc;i_gaze_at_object)","(mo_smile;mother-speech;inf_smile)",999.0,999,999.0,999.0,999.0,999.0,1
"(m_gaze_away;i_gaze_at_object)","(mo_smile;mother-speech)",999.0,999,999.0,999.0,999.0,999.0,9
"(i_gaze_at;infant_voc;m_gaze_at_object)","(mother-speech;inf_smile)",999.0,999,999.0,999.0,999.0,999.0,2
"(inf_smile;mother-speech;i_gaze_at_object;mo_smile)","(m_gaze_at)",999.0,999,999.0,999.0,999.0,999.0,2
"(m_gaze_away;infant_voc;i_gaze_away)","(mother-speech;mo_smile)",999.0,999,999.0,999.0,999.0,999.0,1
"(mo_smile;i_gaze_away)","(m_gaze_away;inf_smile)",0.123,2,14.875,999.0,999.0,999.0,0
"(mother-speech;inf_smile;m_gaze_at;i_gaze_at_object)","(mo_smile)",999.0,999,999.0,999.0,999.0,999.0,6
"(i_gaze_away;mo_smile;mother-speech)","(inf_smile)",999.0,999,999.0,999.0,999.0,999.0,1
"(i_gaze_at;mo_smile;inf_smile;mother-speech;infant_voc)","(m_gaze_at_object)",999.0,999,999.0,999.0,999.0,999.0,1
"(m_gaze_away;mo_smile)","(mother-speech;i_gaze_at;inf_smile)",999.0,999,999.0,999.0,999.0,999.0,1
"(inf_smile;i_gaze_at_object)","(mo_smile;m_gaze_at)",0.131,7,7.608,0.7647058823529411,1.0,1.0,17
"(m_gaze_at;inf_smile;infant_voc;mo_smile)","(i_gaze_at)",999.0,999,999.0,999.0,999.0,999.0,4
"(i_gaze_at;infant_voc)","(m_gaze_at;inf_smile;mother-speech)",999.0,999,999.0,999.0,999.0,999.0,1
"(mother-speech;i_gaze_at_object;inf_smile)","(m_gaze_at;mo_smile)",999.0,999,999.0,999.0,999.0,999.0,6
"(mo_smile;i_gaze_at)","(mother-speech)",0.45,327,343.315,0.0,0.0,0.0,52
"(mother-speech;i_gaze_at;m_gaze_at_object)","(inf_smile)",0.207,6,11.184,0.84,1.0,1.0,25
"(infant_voc;m_gaze_at;inf_smile;i_gaze_at)","(mo_smile)",999.0,999,999.0,999.0,999.0,999.0,1
"(mo_smile;i_gaze_away;inf_smile)","(m_gaze_at)",999.0,999,999.0,999.0,999.0,999.0,13
"(infant_voc;mo_smile;i_gaze_at;inf_smile)","(mother-speech;m_gaze_at_object)",999.0,999,999.0,999.0,999.0,999.0,1
"(infant_voc;i_gaze_away;inf_smile)","(mo_smile)",999.0,999,999.0,999.0,999.0,999.0,2
"(m_gaze_at;infant_voc;mo_smile;inf_smile;i_gaze_at)","(mother-speech)",999.0,999,999.0,999.0,999.0,999.0,2
"(mother-speech;i_gaze_at;infant_voc;mo_smile)","(inf_smile)",999.0,999,999.0,999.0,999.0,999.0,3
"(m_gaze_at)","(mother-speech;i_gaze_at;mo_smile)",999.0,999,999.0,999.0,999.0,999.0,5
"(mo_smile)","(mother-speech;m_gaze_at)",999.0,999,999.0,999.0,999.0,999.0,37
"(inf_smile;i_gaze_at)","(mo_smile;mother-speech;m_gaze_at)",999.0,999,999.0,999.0,999.0,999.0,3
"(i_gaze_at_object;inf_smile;mother-speech;m_gaze_at_object)","(infant_voc)",999.0,999,999.0,999.0,999.0,999.0,1
"(mo_smile;infant_voc;mother-speech)","(i_gaze_at;m_gaze_at)",999.0,999,999.0,999.0,999.0,999.0,1
"(inf_smile;m_gaze_at_object;mo_smile)","(mother-speech;i_gaze_at)",999.0,999,999.0,999.0,999.0,999.0,6
"(inf_smile;mo_smile;mother-speech;i_gaze_at_object;m_gaze_at)","(infant_voc)",999.0,999,999.0,999.0,999.0,999.0,1
"(infant_voc;inf_smile;mother-speech)","(i_gaze_at;mo_smile)",999.0,999,999.0,999.0,999.0,999.0,1
"(inf_smile;infant_voc;mo_smile;i_gaze_away)","(m_gaze_at_object)",999.0,999,999.0,999.0,999.0,999.0,1
"(mother-speech;infant_voc)","(i_gaze_at;mo_smile)",999.0,999,999.0,999.0,999.0,999.0,35
"(i_gaze_at_object;mother-speech;infant_voc)","(mo_smile;m_gaze_at_object)",999.0,999,999.0,999.0,999.0,999.0,3
"(i_gaze_at;mother-speech;inf_smile;mo_smile;m_gaze_at)","(infant_voc)",999.0,999,999.0,999.0,999.0,999.0,1
"(m_gaze_at;infant_voc;mother-speech;i_gaze_at;inf_smile)","(mo_smile)",999.0,999,999.0,999.0,999.0,999.0,1
"(inf_smile;m_gaze_away;infant_voc)","(mother-speech)",999.0,999,999.0,999.0,999.0,999.0,3
"(mother-speech;infant_voc;mo_smile;i_gaze_at_object)","(m_gaze_at_object)",999.0,999,999.0,999.0,999.0,999.0,1
"(mother-speech;i_gaze_away)","(inf_smile;mo_smile)",999.0,999,999.0,999.0,999.0,999.0,21
"(i_gaze_away;infant_voc;inf_smile;m_gaze_at)","(mother-speech)",999.0,999,999.0,999.0,999.0,999.0,1
"(infant_voc;m_gaze_at)","(i_gaze_at;mother-speech;inf_smile)",999.0,999,999.0,999.0,999.0,999.0,1
"(mother-speech;inf_smile)","(mo_smile;i_gaze_at)",0.336,22,75.792,0.0,0.9318181818181818,0.0,44
"(inf_smile;mo_smile;infant_voc)","(mother-speech;m_gaze_at_object)",999.0,999,999.0,999.0,999.0,999.0,7
"(i_gaze_away)","(m_gaze_at;mother-speech;mo_smile)",999.0,999,999.0,999.0,999.0,999.0,17
"(mo_smile;mother-speech;i_gaze_away;m_gaze_at_object;inf_smile)","(infant_voc)",999.0,999,999.0,999.0,999.0,999.0,1
"(i_gaze_at;mother-speech;mo_smile)","(m_gaze_at;inf_smile)",999.0,999,999.0,999.0,999.0,999.0,8
"(i_gaze_away)","(mo_smile;m_gaze_at_object)",999.0,999,999.0,999.0,999.0,999.0,32
"(inf_smile;i_gaze_away;infant_voc)","(mo_smile;m_gaze_at)",999.0,999,999.0,999.0,999.0,999.0,1
"(m_gaze_away;i_gaze_at_object)","(inf_smile;mo_smile;mother-speech)",999.0,999,999.0,999.0,999.0,999.0,1
"(inf_smile;mo_smile;m_gaze_away)","(i_gaze_at;mother-speech)",999.0,999,999.0,999.0,999.0,999.0,10
"(infant_voc;m_gaze_away)","(mo_smile;mother-speech)",999.0,999,999.0,999.0,999.0,999.0,3
"(infant_voc;mother-speech;i_gaze_at_object)","(m_gaze_at;mo_smile;inf_smile)",999.0,999,999.0,999.0,999.0,999.0,1
"(mother-speech;mo_smile;m_gaze_at;infant_voc;i_gaze_at)","(inf_smile)",999.0,999,999.0,999.0,999.0,999.0,1
"(i_gaze_at;mo_smile)","(m_gaze_at_object)",999.0,999,999.0,999.0,999.0,999.0,48
"(mother-speech;i_gaze_at_object;inf_smile)","(m_gaze_at_object;mo_smile)",999.0,999,999.0,999.0,999.0,999.0,2
"(i_gaze_away;mo_smile;inf_smile)","(mother-speech)",999.0,999,999.0,999.0,999.0,999.0,13
"(mother-speech;inf_smile;infant_voc;i_gaze_away)","(mo_smile)",999.0,999,999.0,999.0,999.0,999.0,3
"(infant_voc;m_gaze_at;mother-speech;i_gaze_at)","(mo_smile)",999.0,999,999.0,999.0,999.0,999.0,1
"(infant_voc;m_gaze_at_object;i_gaze_at)","(mother-speech;inf_smile)",999.0,999,999.0,999.0,999.0,999.0,1
"(mother-speech;i_gaze_away;infant_voc)","(inf_smile;m_gaze_at)",999.0,999,999.0,999.0,999.0,999.0,3
"(i_gaze_at;infant_voc;m_gaze_at)","(mother-speech)",999.0,999,999.0,999.0,999.0,999.0,7
"(mother-speech;mo_smile;infant_voc)","(m_gaze_at;i_gaze_at;inf_smile)",999.0,999,999.0,999.0,999.0,999.0,2
"(infant_voc;mother-speech;inf_smile)","(m_gaze_at;mo_smile)",999.0,999,999.0,999.0,999.0,999.0,3
"(inf_smile;infant_voc)","(mother-speech;i_gaze_at)",999.0,999,999.0,999.0,999.0,999.0,45
"(i_gaze_at;inf_smile;infant_voc)","(m_gaze_at_object;mo_smile)",999.0,999,999.0,999.0,999.0,999.0,7
"(inf_smile;m_gaze_away)","(mother-speech;infant_voc)",999.0,999,999.0,999.0,999.0,999.0,1
"(m_gaze_at_object;mo_smile)","(inf_smile;i_gaze_at_object)",999.0,999,999.0,999.0,999.0,999.0,4
"(i_gaze_at;infant_voc;m_gaze_at)","(inf_smile;mo_smile)",999.0,999,999.0,999.0,999.0,999.0,2
"(inf_smile;m_gaze_at_object)","(mother-speech;i_gaze_at)",0.111,39,30.654,1.0,1.0,1.0,27
"(mo_smile;i_gaze_at_object;infant_voc)","(m_gaze_at_object;mother-speech)",999.0,999,999.0,999.0,999.0,999.0,7
"(m_gaze_at_object;i_gaze_at;mo_smile;infant_voc;inf_smile)","(mother-speech)",999.0,999,999.0,999.0,999.0,999.0,2
"(i_gaze_at;mo_smile;m_gaze_at_object)","(mother-speech)",999.0,999,999.0,999.0,999.0,999.0,13
"(i_gaze_at;mother-speech;mo_smile)","(m_gaze_at_object;inf_smile)",999.0,999,999.0,999.0,999.0,999.0,4
"(infant_voc;inf_smile;mother-speech;m_gaze_at_object)","(i_gaze_at_object)",999.0,999,999.0,999.0,999.0,999.0,1
"(i_gaze_away;infant_voc;inf_smile;m_gaze_away)","(mother-speech)",999.0,999,999.0,999.0,999.0,999.0,1
"(inf_smile;mo_smile;i_gaze_away)","(m_gaze_at;mother-speech)",999.0,999,999.0,999.0,999.0,999.0,16
"(mother-speech;mo_smile)","(inf_smile)",999.0,999,999.0,999.0,999.0,999.0,76
"(inf_smile;m_gaze_at_object;infant_voc)","(i_gaze_at_object)",999.0,999,999.0,999.0,999.0,999.0,3
"(mo_smile;i_gaze_at)","(mother-speech;m_gaze_at_object)",999.0,999,999.0,999.0,999.0,999.0,33
"(mo_smile;inf_smile;infant_voc;i_gaze_at_object)","(m_gaze_at_object)",999.0,999,999.0,999.0,999.0,999.0,2
"(m_gaze_at_object;mo_smile;infant_voc;mother-speech)","(i_gaze_at_object)",999.0,999,999.0,999.0,999.0,999.0,1
"(mo_smile;m_gaze_at;inf_smile)","(i_gaze_at_object)",999.0,999,999.0,999.0,999.0,999.0,8
"(m_gaze_at)","(mother-speech;i_gaze_at)",0.34,637,638.228,0.0,0.0,0.0,68
"(inf_smile;infant_voc;mother-speech)","(m_gaze_at;i_gaze_at)",999.0,999,999.0,999.0,999.0,999.0,2
"(i_gaze_at;inf_smile)","(mother-speech;m_gaze_at_object)",999.0,999,999.0,999.0,999.0,999.0,24
"(i_gaze_at;infant_voc)","(mother-speech)",0.287,35,28.349,0.9852941176470589,0.9852941176470589,0.9852941176470589,68
"(mo_smile;i_gaze_at;mother-speech;m_gaze_at)","(infant_voc)",999.0,999,999.0,999.0,999.0,999.0,1
"(mother-speech;mo_smile;i_gaze_at_object)","(inf_smile;m_gaze_at)",999.0,999,999.0,999.0,999.0,999.0,9
"(m_gaze_at;infant_voc;inf_smile;i_gaze_at)","(mother-speech;mo_smile)",999.0,999,999.0,999.0,999.0,999.0,6
"(infant_voc;inf_smile;mother-speech)","(m_gaze_at;mo_smile;i_gaze_at)",999.0,999,999.0,999.0,999.0,999.0,1
"(mo_smile;inf_smile;m_gaze_at_object)","(i_gaze_away)",999.0,999,999.0,999.0,999.0,999.0,7
"(inf_smile;i_gaze_at;mother-speech;infant_voc)","(mo_smile)",999.0,999,999.0,999.0,999.0,999.0,1
"(m_gaze_at;infant_voc)","(i_gaze_at_object)",999.0,999,999.0,999.0,999.0,999.0,31
"(mother-speech;i_gaze_at_object)","(inf_smile;m_gaze_at)",999.0,999,999.0,999.0,999.0,999.0,11
"(inf_smile;infant_voc;m_gaze_at_object;i_gaze_away)","(mo_smile)",999.0,999,999.0,999.0,999.0,999.0,1
"(mother-speech;mo_smile)","(inf_smile;i_gaze_at)",999.0,999,999.0,999.0,999.0,999.0,42
"(m_gaze_away;i_gaze_away;inf_smile)","(mother-speech)",999.0,999,999.0,999.0,999.0,999.0,5
"(m_gaze_at;infant_voc;i_gaze_at;mo_smile)","(mother-speech;inf_smile)",999.0,999,999.0,999.0,999.0,999.0,1
"(inf_smile;m_gaze_at)","(mother-speech)",999.0,999,999.0,999.0,999.0,999.0,23
"(mother-speech;mo_smile;i_gaze_at;infant_voc;m_gaze_at_object)","(inf_smile)",999.0,999,999.0,999.0,999.0,999.0,4
"(inf_smile;mother-speech)","(mo_smile;m_gaze_at_object)",999.0,999,999.0,999.0,999.0,999.0,3
"(mo_smile;infant_voc;inf_smile;m_gaze_at)","(i_gaze_at_object)",999.0,999,999.0,999.0,999.0,999.0,1
"(m_gaze_at;inf_smile;i_gaze_away)","(mother-speech;mo_smile)",999.0,999,999.0,999.0,999.0,999.0,28
"(mother-speech;mo_smile;inf_smile;infant_voc;i_gaze_at_object)","(m_gaze_at_object)",999.0,999,999.0,999.0,999.0,999.0,1
"(inf_smile;m_gaze_at;infant_voc)","(mo_smile)",999.0,999,999.0,999.0,999.0,999.0,14
"(i_gaze_at;infant_voc;mo_smile)","(mother-speech;m_gaze_at)",999.0,999,999.0,999.0,999.0,999.0,4
"(mo_smile;infant_voc;i_gaze_away)","(m_gaze_at;inf_smile;mother-speech)",999.0,999,999.0,999.0,999.0,999.0,1
"(inf_smile;m_gaze_away)","(mo_smile;i_gaze_at)",999.0,999,999.0,999.0,999.0,999.0,22
"(i_gaze_at_object;mother-speech)","(inf_smile;mo_smile)",999.0,999,999.0,999.0,999.0,999.0,4
"(mo_smile;infant_voc)","(m_gaze_at_object;inf_smile;i_gaze_at)",999.0,999,999.0,999.0,999.0,999.0,1
"(i_gaze_at_object;m_gaze_at;mo_smile)","(inf_smile)",999.0,999,999.0,999.0,999.0,999.0,4
"(m_gaze_at;inf_smile;mo_smile)","(mother-speech)",999.0,999,999.0,999.0,999.0,999.0,34
"(mother-speech;infant_voc;inf_smile)","(i_gaze_at_object;mo_smile;m_gaze_at)",999.0,999,999.0,999.0,999.0,999.0,1
"(m_gaze_at_object;inf_smile;infant_voc)","(i_gaze_at_object;mother-speech)",999.0,999,999.0,999.0,999.0,999.0,2
"(infant_voc;mo_smile;inf_smile)","(mother-speech;i_gaze_at)",999.0,999,999.0,999.0,999.0,999.0,5
"(i_gaze_away;infant_voc;inf_smile)","(mother-speech;mo_smile;m_gaze_at)",999.0,999,999.0,999.0,999.0,999.0,1
"(i_gaze_away;mo_smile)","(mother-speech;inf_smile;m_gaze_at)",999.0,999,999.0,999.0,999.0,999.0,1
"(m_gaze_at;inf_smile;i_gaze_at)","(infant_voc)",999.0,999,999.0,999.0,999.0,999.0,23
"(mother-speech;m_gaze_at;infant_voc)","(i_gaze_at_object;inf_smile)",999.0,999,999.0,999.0,999.0,999.0,1
"(mo_smile;i_gaze_away;inf_smile)","(infant_voc)",999.0,999,999.0,999.0,999.0,999.0,6
"(inf_smile;m_gaze_at_object;mother-speech)","(i_gaze_at_object)",999.0,999,999.0,999.0,999.0,999.0,1
"(i_gaze_away;mo_smile)","(inf_smile)",999.0,999,999.0,999.0,999.0,999.0,37
"(inf_smile;i_gaze_at;m_gaze_away)","(mother-speech;mo_smile)",999.0,999,999.0,999.0,999.0,999.0,22
"(mother-speech;i_gaze_away;mo_smile)","(m_gaze_at_object;infant_voc)",999.0,999,999.0,999.0,999.0,999.0,1
"(mo_smile;i_gaze_away;inf_smile;infant_voc)","(mother-speech;m_gaze_at_object)",999.0,999,999.0,999.0,999.0,999.0,1
"(infant_voc;m_gaze_away)","(inf_smile)",999.0,999,999.0,999.0,999.0,999.0,17
"(infant_voc;m_gaze_at_object)","(i_gaze_away)",999.0,999,999.0,999.0,999.0,999.0,5
"(mother-speech;m_gaze_at;infant_voc)","(i_gaze_at_object)",999.0,999,999.0,999.0,999.0,999.0,5
"(m_gaze_at;inf_smile;infant_voc;i_gaze_away)","(mo_smile)",999.0,999,999.0,999.0,999.0,999.0,4
"(inf_smile;m_gaze_at;mother-speech;i_gaze_away)","(mo_smile)",999.0,999,999.0,999.0,999.0,999.0,1
"(m_gaze_away;mo_smile;infant_voc)","(mother-speech)",999.0,999,999.0,999.0,999.0,999.0,4
"(mother-speech;inf_smile;infant_voc;i_gaze_at)","(m_gaze_at_object;mo_smile)",999.0,999,999.0,999.0,999.0,999.0,1
"(inf_smile;infant_voc;i_gaze_away)","(mother-speech;mo_smile)",999.0,999,999.0,999.0,999.0,999.0,4
"(mo_smile;infant_voc;i_gaze_away;inf_smile)","(m_gaze_at_object)",999.0,999,999.0,999.0,999.0,999.0,1
"(i_gaze_away;infant_voc;m_gaze_away)","(mother-speech;mo_smile)",999.0,999,999.0,999.0,999.0,999.0,2
"(i_gaze_at;m_gaze_at_object;infant_voc)","(mother-speech;mo_smile)",999.0,999,999.0,999.0,999.0,999.0,4
"(mother-speech;i_gaze_away;m_gaze_at_object;mo_smile)","(inf_smile)",999.0,999,999.0,999.0,999.0,999.0,2
"(inf_smile;mo_smile;infant_voc;m_gaze_at_object)","(mother-speech;i_gaze_away)",999.0,999,999.0,999.0,999.0,999.0,1
"(mother-speech;m_gaze_away;i_gaze_at)","(infant_voc)",999.0,999,999.0,999.0,999.0,999.0,2
"(i_gaze_at;mother-speech;infant_voc;mo_smile)","(m_gaze_at;inf_smile)",999.0,999,999.0,999.0,999.0,999.0,1
"(m_gaze_at;mother-speech;i_gaze_away;infant_voc)","(inf_smile)",999.0,999,999.0,999.0,999.0,999.0,3
"(infant_voc;i_gaze_at;inf_smile;m_gaze_at_object)","(mo_smile;mother-speech)",999.0,999,999.0,999.0,999.0,999.0,1
"(i_gaze_at;mother-speech;mo_smile;infant_voc)","(m_gaze_at;inf_smile)",999.0,999,999.0,999.0,999.0,999.0,2
"(i_gaze_at;mother-speech;inf_smile;mo_smile;m_gaze_at_object)","(infant_voc)",999.0,999,999.0,999.0,999.0,999.0,1
"(mother-speech;infant_voc;i_gaze_away)","(m_gaze_at;mo_smile;inf_smile)",999.0,999,999.0,999.0,999.0,999.0,2
"(mo_smile;i_gaze_at;m_gaze_at)","(inf_smile;mother-speech)",999.0,999,999.0,999.0,999.0,999.0,1
"(i_gaze_at;mother-speech;mo_smile;m_gaze_away)","(inf_smile;infant_voc)",999.0,999,999.0,999.0,999.0,999.0,2
"(mo_smile;i_gaze_at;m_gaze_at;inf_smile)","(mother-speech)",999.0,999,999.0,999.0,999.0,999.0,1
"(infant_voc;mo_smile;i_gaze_at_object)","(mother-speech;m_gaze_at_object;inf_smile)",999.0,999,999.0,999.0,999.0,999.0,1
"(m_gaze_at;inf_smile;mother-speech)","(i_gaze_at)",999.0,999,999.0,999.0,999.0,999.0,17
"(i_gaze_at_object;mother-speech;m_gaze_at)","(infant_voc)",999.0,999,999.0,999.0,999.0,999.0,6
"(inf_smile)","(m_gaze_at_object;i_gaze_at_object)",999.0,999,999.0,999.0,999.0,999.0,8
"(mother-speech;infant_voc;inf_smile)","(i_gaze_at;m_gaze_at_object)",999.0,999,999.0,999.0,999.0,999.0,2
"(i_gaze_at;m_gaze_at_object;inf_smile;mother-speech)","(infant_voc;mo_smile)",999.0,999,999.0,999.0,999.0,999.0,1
"(m_gaze_away;mo_smile;infant_voc)","(i_gaze_at;mother-speech;inf_smile)",999.0,999,999.0,999.0,999.0,999.0,2
"(i_gaze_away;infant_voc;m_gaze_at_object)","(mo_smile;mother-speech)",999.0,999,999.0,999.0,999.0,999.0,3
"(inf_smile;mo_smile;infant_voc;m_gaze_at_object)","(mother-speech;i_gaze_at)",999.0,999,999.0,999.0,999.0,999.0,3
"(i_gaze_away;m_gaze_at_object;mother-speech)","(inf_smile;mo_smile)",999.0,999,999.0,999.0,999.0,999.0,1
"(m_gaze_at;infant_voc;mo_smile)","(mother-speech;inf_smile;i_gaze_at)",999.0,999,999.0,999.0,999.0,999.0,2
"(i_gaze_at;m_gaze_away;infant_voc;inf_smile)","(mother-speech)",999.0,999,999.0,999.0,999.0,999.0,1
"(m_gaze_at;i_gaze_at_object;inf_smile;infant_voc)","(mother-speech)",999.0,999,999.0,999.0,999.0,999.0,5
"(mother-speech;i_gaze_at_object;m_gaze_at)","(mo_smile;inf_smile)",999.0,999,999.0,999.0,999.0,999.0,2
"(i_gaze_at;inf_smile;m_gaze_at_object)","(mo_smile)",0.395,6,30.593,0.3157894736842105,1.0,0.7368421052631579,19
"(m_gaze_at_object;mother-speech;infant_voc)","(inf_smile;i_gaze_at)",999.0,999,999.0,999.0,999.0,999.0,8
"(m_gaze_at;i_gaze_at_object;inf_smile)","(mother-speech)",999.0,999,999.0,999.0,999.0,999.0,19
"(m_gaze_at_object;mother-speech;infant_voc)","(i_gaze_at_object;inf_smile)",999.0,999,999.0,999.0,999.0,999.0,1
"(mo_smile;m_gaze_at;inf_smile;i_gaze_at_object)","(mother-speech;infant_voc)",999.0,999,999.0,999.0,999.0,999.0,1
"(m_gaze_at;inf_smile;infant_voc)","(i_gaze_at;mother-speech)",999.0,999,999.0,999.0,999.0,999.0,7
"(infant_voc;mother-speech;i_gaze_at_object)","(m_gaze_at_object;mo_smile;inf_smile)",999.0,999,999.0,999.0,999.0,999.0,1
"(mo_smile;inf_smile;infant_voc)","(i_gaze_at_object;m_gaze_at_object)",999.0,999,999.0,999.0,999.0,999.0,4
"(m_gaze_at;infant_voc;inf_smile;i_gaze_at)","(mother-speech)",999.0,999,999.0,999.0,999.0,999.0,7
"(m_gaze_away;i_gaze_at_object;inf_smile)","(mother-speech;infant_voc)",999.0,999,999.0,999.0,999.0,999.0,1
"(mother-speech;infant_voc;m_gaze_away)","(mo_smile;i_gaze_at;inf_smile)",999.0,999,999.0,999.0,999.0,999.0,1
"(mother-speech;infant_voc)","(inf_smile;m_gaze_at_object)",999.0,999,999.0,999.0,999.0,999.0,5
"(m_gaze_away;infant_voc)","(mother-speech;inf_smile;i_gaze_at)",999.0,999,999.0,999.0,999.0,999.0,2
"(infant_voc;i_gaze_at;mother-speech;inf_smile;m_gaze_at_object)","(mo_smile)",999.0,999,999.0,999.0,999.0,999.0,1
"(inf_smile;infant_voc;m_gaze_away)","(i_gaze_at)",999.0,999,999.0,999.0,999.0,999.0,4
"(m_gaze_away;i_gaze_away)","(mo_smile)",0.493,1,8.586,0.23529411764705882,1.0,0.058823529411764705,17
"(mother-speech;infant_voc;i_gaze_at)","(m_gaze_at;mo_smile;inf_smile)",999.0,999,999.0,999.0,999.0,999.0,1
"(mother-speech;inf_smile;i_gaze_away;m_gaze_at)","(mo_smile)",999.0,999,999.0,999.0,999.0,999.0,3
"(mo_smile;mother-speech;infant_voc)","(i_gaze_at_object;m_gaze_at_object)",999.0,999,999.0,999.0,999.0,999.0,1
"(m_gaze_at_object;inf_smile;i_gaze_at;infant_voc)","(mo_smile)",999.0,999,999.0,999.0,999.0,999.0,9
"(mother-speech;i_gaze_at_object;infant_voc)","(mo_smile;m_gaze_at_object)",999.0,999,999.0,999.0,999.0,999.0,4
"(mother-speech;inf_smile;mo_smile;infant_voc)","(i_gaze_at)",999.0,999,999.0,999.0,999.0,999.0,8
"(mo_smile;inf_smile;infant_voc)","(mother-speech;i_gaze_at_object;m_gaze_at_object)",999.0,999,999.0,999.0,999.0,999.0,2
"(i_gaze_at;mother-speech;infant_voc;inf_smile)","(m_gaze_at_object;mo_smile)",999.0,999,999.0,999.0,999.0,999.0,1
"(m_gaze_at;infant_voc;i_gaze_away)","(mother-speech;inf_smile)",999.0,999,999.0,999.0,999.0,999.0,3
"(infant_voc;m_gaze_at_object)","(i_gaze_at;inf_smile)",999.0,999,999.0,999.0,999.0,999.0,6
"(mo_smile;mother-speech;infant_voc)","(inf_smile;m_gaze_at_object)",999.0,999,999.0,999.0,999.0,999.0,3
"(m_gaze_at)","(mo_smile)",0.477,258,894.11,0.0,0.14,0.0,100
